snap,x,y,h,v,T,r,NOx,NOVOC,CO,SO2,NH3,PM2.5,PM10
4,558941,5929906,40,11.2,126,0.756939757,54134,-999,-999,29381,-999,2041,2281
4,566503,5942861,32,-999,-999,0.174807749,58058,-999,-999,146,-999,3.27,11.5
4,562994,5930313,45,17.7,80,0.797884561,68596,-999,-999,594,-999,11.9,41.6
4,563954,5932595,40,8.27,103,0.643275098,90528,-999,-999,5649,-999,105,368
4,562990,5930304,45,17.7,80,0.797884561,103152,-999,-999,601,-999,12,42.1
4,569002,5929896,150,-999,-999,1.346984169,178495,-999,-999,2041433,-999,-999,-999
4,559634,5930881,62,-999,-999,1.692568751,255060,-999,-999,-999,-999,-999,-999
5,564834,5930901,11,3.2,52,0.099335827,-999,-999,-999,-999,-999,4.15,7.78
5,565219,5932310,35,1.66,270,0.169256875,-999,-999,-999,8918,-999,-999,-999
5,565179,5932400,21,2.1,40,0.249777376,-999,-999,-999,-999,-999,20.2,70.6
5,565209,5932275,35,1.82,170,0.298541066,-999,-999,-999,349,-999,0.0136,0.0475
5,573410,5930696,2,-999,-999,74.63526652,-999,-999,-999,-999,-999,196,687
5,571587,5930895,16,8.95,391,0.159576912,220,-999,-999,848,-999,1.71,5.98
5,563931,5925853,60,6.76,1000,0.300136132,444,-999,-999,136,-999,2.61,9.12
5,564697,5926611,70,9.8,1000,0.300136132,726,-999,-999,63.2,-999,3.81,13.3
5,571589,5930897,20,7.34,220,0.159576912,761,-999,-999,2429,-999,1.65,5.78
5,571585,5930893,16,9.55,374,0.159576912,932,-999,-999,827,-999,1.51,5.29
5,564681,5926447,30,1.74,301,0.643275098,1280,-999,-999,34106,-999,18.3,64
5,571622,5930906,13,7.99,204,0.174807749,2436,-999,-999,3894,-999,7.11,24.9
5,564603,5926508,80,1.51,223,0.892062058,4357,-999,-999,418,-999,6.15,21.5
5,563039,5925918,40,6.67,315,0.35007043,4496,-999,-999,537,-999,-999,-999
5,564869,5930831,43,6.37,249,0.39894228,5323,-999,-999,5973,-999,18.4,64.6
5,564464,5926513,55,12.4,237,0.356824823,6171,-999,-999,594,-999,8.43,29.5
5,564447,5926633,80,1.37,225,0.892062058,6530,-999,-999,192,-999,6.4,22.4
5,564884,5930836,25,6.48,217,0.35007043,7664,-999,-999,4978,-999,2.64,9.22
5,564494,5926485,68,6.44,256,0.564189584,12341,-999,-999,804,-999,50.6,177
5,563104,5925478,30,3.03,150,0.999746489,14326,-999,-999,774,-999,-999,-999
5,563171,5926055,35,3.84,190,0.993358267,20730,-999,-999,1412,-999,15.7,54.9
5,563261,5925485,42,1.28,145,0.850037318,25881,-999,-999,4831,-999,-999,-999
5,564187,5926838,24,2.86,140,0.797884561,32732,-999,-999,1350,-999,5,17.5
5,563652,5925496,90,5.5,250,0.944069744,36682,-999,-999,2210,-999,104,365
5,564384,5926701,80,7.9,170,0.999746489,41280,-999,-999,14216,-999,41.9,147
5,565174,5932370,32,9.27,149,0.700140861,42364,-999,-999,12135,-999,8.72,30.5
5,563161,5926039,35,4.86,156,0.993358267,53390,-999,-999,1929,-999,21.4,75
5,563188,5926363,165,1.12,230,2.699869699,62720,-999,-999,31480,-999,140,490
5,564461,5926459,68,10.6,210,0.892062058,63088,-999,-999,4284,-999,5.73,20.1
5,563068,5925910,70,9.7,252,1.199483508,65510,-999,-999,351249,-999,104,161
5,564341,5926707,100,4.33,195,2.103451311,89599,-999,-999,26236,-999,101,354
5,564422,5926874,52,10.5,320,0.993358267,99613,-999,-999,480271,-999,2217,3426
5,564127,5926789,40,16.7,140,1.595769122,141387,-999,-999,6300,-999,18,63
7,561358,5932591,5,5,15,0.797884561,85435.67373,50210.54546,-999,-999,-999,17597.38223,19932.69213
7,560460,5933207,5,5,15,0.797884561,85435.67373,50210.54546,-999,-999,-999,17597.38223,19932.69213
9,571231,5931921,47,13.8,26,0.05046265,-999,-999,-999,-999,-999,0.00511,0.00724
9,561913,5930606,49,-999,-999,0.056418958,-999,-999,-999,-999,-999,3.66,5.19
9,561930,5930606,49,-999,-999,0.056418958,-999,-999,-999,-999,-999,6.36,9.01
9,571164,5931917,14,10.6,19,0.075693976,-999,-999,-999,-999,-999,0.0871,0.123
9,570986,5930263,21,14.4,11,0.097720502,-999,-999,-999,-999,-999,0.0216,0.0306
9,560331,5937727,30,1.29,20,0.097720502,-999,-999,-999,-999,-999,0.0374,0.053
9,571126,5931961,24,12.7,55,0.102490128,-999,-999,-999,-999,-999,1.88,2.66
9,571148,5931950,26,4.18,34,0.111418515,-999,-999,-999,-999,-999,0.00407,0.00577
9,571117,5931946,24,10.5,57,0.111703839,-999,-999,-999,-999,-999,1.22,1.73
9,561930,5930575,37,0.657,50,0.126156626,-999,-999,-999,-999,-999,0.66,0.935
9,571148,5931955,26,0.265,32,0.140482073,-999,-999,-999,-999,-999,0.00496,0.0093
9,571151,5931953,26,0.267,34,0.140482073,-999,-999,-999,-999,-999,0.00827,0.0155
9,571176,5931887,44,15.1,244,0.159576912,-999,-999,-999,0.11,-999,0.0578,0.202
9,571177,5931887,44,15.8,314,0.159576912,-999,-999,-999,0.133,-999,0.08,0.28
9,561936,5930571,37,2.98,20,0.178412412,-999,-999,-999,-999,-999,0.33,0.468
9,561933,5930573,37,2.98,20,0.178412412,-999,-999,-999,-999,-999,0.36,0.51
9,561924,5930586,37,3.49,70,0.178412412,-999,-999,-999,-999,-999,14.4,20.4
9,561919,5930582,40,3.59,80,0.178412412,-999,-999,-999,-999,-999,26.3,37.2
9,561913,5930586,40,3.59,80,0.178412412,-999,-999,-999,-999,-999,26.3,37.2
9,562034,5930553,36,19.9,20,0.309019362,-999,-999,-999,-999,-999,72,102
9,561912,5930591,54,14.9,20,0.39894228,-999,-999,-999,-999,-999,180,255
9,561872,5930637,60,10.6,20,0.667558118,-999,-999,-999,-999,-999,90.1,101
9,560296,5937703,30,15.3,11,0.695579634,-999,-999,-999,-999,-999,11.2,21.6
9,571181,5931813,1,0.000072,11,2.523132522,-999,-999,-999,-999,-999,0.0219,0.0767
9,571721,5930396,2,-999,-999,6.909882989,-999,-999,-999,-999,-999,254,889
9,571754,5930408,2,-999,-999,47.20348719,-999,-999,-999,-999,-999,74.3,260
9,571701,5930366,2,-999,-999,48.86025119,35.2,-999,-999,30.4,-999,-999,-999
9,571064,5932081,10,6.08,20,0.218509686,82.3,-999,-999,90.5,-999,-999,-999
9,571029,5931939,19,21.8,700,0.252313252,167,-999,-999,-999,-999,0.194,0.678
9,561844,5930616,58,3.68,107,0.449585117,1401,-999,-999,37.6,-999,0.751,2.63
9,561845,5930617,58,3.78,108,0.449585117,1617,-999,-999,37.5,-999,0.751,2.63
9,561990,5930649,8,-999,-999,144.5503921,2400,-999,-999,200,-999,4,14
9,562495,5932146,60,6.37,115,0.564189584,3844,-999,-999,33.3,-999,6.79,9.62
9,562495,5932146,60,6.61,113,0.564189584,4057,-999,-999,46.3,-999,1.54,2.19
9,562495,5932146,60,6.87,113,0.564189584,4434,-999,-999,44.4,-999,10.8,15.3
9,560341,5937716,71,8.66,120,0.938998607,23365,-999,-999,266,-999,237,267
9,562485,5932186,60,15.6,180,0.797884561,25961,-999,-999,2002,-999,7.8,27.3
9,560341,5937716,71,8.66,120,0.938998607,27905,-999,-999,70.4,-999,352,396
9,562399,5932420,29,16.4,500,0.375090615,30684,-999,-999,-999,-999,-999,-999
9,571001,5931916,80,8.99,130,1.199483508,59925,-999,-999,2753,-999,400,450
9,571274,5931918,80,11.3,147,1.049453289,64659,-999,-999,1190,-999,193,283
9,561984,5930561,80,9.59,125,1.049453289,65291,-999,-999,3087,-999,265,318
9,561986,5930566,80,9.77,127,1.049453289,66808,-999,-999,1964,-999,255,306
9,571110,5931970,80,8.52,67,1.049453289,68437,-999,-999,4591,-999,-999,-999
9,571108,5931965,80,8.77,67,1.049453289,69319,-999,-999,3058,-999,109,131
