Date,Temperature (C),Wind direction (deg),Wind speed (m/s),Humidity (%),Pressure (hPa),UV Index,Cloud Cover (%),Ceiling (m),Dew Point (C),Visibility (m)
17 Jul 2017 11:59:21 GMT,30,180.0,4.72222,58.0,1007.0,0,85.0,9144.0,21.0,16000.0
17 Jul 2017 11:59:22 GMT,30,180.0,4.72222,58.0,1007.0,0,85.0,9144.0,21.0,16000.0
17 Jul 2017 12:00:20 GMT,30,180.0,4.72222,58.0,1007.0,0,85.0,9144.0,21.0,16000.0
17 Jul 2017 12:00:46 GMT,30,180.0,4.72222,58.0,1007.0,0,85.0,9144.0,21.0,16000.0
17 Jul 2017 12:40:29 GMT,30,180.0,3.61111,58.0,1008.0,0,88.0,9144.0,21.0,16000.0
17 Jul 2017 12:40:45 GMT,30,180.0,3.61111,58.0,1008.0,0,88.0,9144.0,21.0,16000.0
17 Jul 2017 13:25:29 GMT,29,180.0,3.61111,65.0,1009.0,0,60.0,7590.0,22.0,16000.0
18 Jul 2017 02:11:48 GMT,28,180.0,3.05556,83.0,1011.0,3,85.0,4328.0,25.0,16000.0
18 Jul 2017 03:55:10 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
18 Jul 2017 03:56:26 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
18 Jul 2017 03:56:37 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
18 Jul 2017 03:56:55 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
18 Jul 2017 03:59:03 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
18 Jul 2017 03:59:48 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
18 Jul 2017 04:00:08 GMT,30,180.0,4.72222,74.0,1012.0,6,88.0,5425.0,25.0,16000.0
19 Jul 2017 06:49:59 GMT,32,202.5,4.16667,62.0,1009.0,6,60.0,8412.0,24.0,16000.0
19 Jul 2017 06:51:07 GMT,32,202.5,4.16667,62.0,1009.0,6,60.0,8412.0,24.0,16000.0
19 Jul 2017 06:52:47 GMT,32,202.5,4.16667,62.0,1009.0,6,60.0,8412.0,24.0,16000.0
19 Jul 2017 06:54:33 GMT,32,202.5,4.16667,62.0,1009.0,6,60.0,8412.0,24.0,16000.0
19 Jul 2017 06:55:02 GMT,32,202.5,4.16667,62.0,1009.0,6,60.0,8412.0,24.0,16000.0
19 Jul 2017 07:09:04 GMT,32,202.5,4.16667,62.0,1009.0,6,60.0,8412.0,24.0,16000.0
19 Jul 2017 07:11:13 GMT,31,202.5,4.16667,66.0,1009.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:16:23 GMT,31,202.5,4.16667,66.0,1009.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:16:31 GMT,31,202.5,4.16667,66.0,1009.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:22:09 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:22:30 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:22:39 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:23:42 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:23:48 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:23:53 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:23:57 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:24:01 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:24:05 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:24:09 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:24:13 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:24:16 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:24:20 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:25:27 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:25:37 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:25:43 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:25:50 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:25:55 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:26:01 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:26:07 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:26:13 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:26:20 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 07:26:25 GMT,32,180.0,5.0,62.0,1008.0,4,60.0,9144.0,24.0,16000.0
19 Jul 2017 10:35:20 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:35:50 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:35:59 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:06 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:12 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:17 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:22 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:28 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:34 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:40 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
19 Jul 2017 10:36:45 GMT,30,180.0,4.72222,65.0,1007.0,0,60.0,9144.0,23.0,16000.0
21 Jul 2017 04:13:15 GMT,30,180.0,4.16667,74.0,1011.0,7,60.0,9144.0,25.0,16000.0
21 Jul 2017 05:00:48 GMT,31,180.0,4.16667,70.0,1011.0,8,60.0,8595.0,25.0,16000.0
21 Jul 2017 07:32:58 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:35:02 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:37:00 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:38:53 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:39:20 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:39:47 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:40:02 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:41:18 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:43:06 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:45:47 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 07:46:20 GMT,33,180.0,3.61111,58.0,1009.0,4,60.0,9144.0,24.0,16000.0
21 Jul 2017 10:59:42 GMT,32,135.0,3.05556,58.0,1008.0,0,60.0,9144.0,23.0,16000.0
21 Jul 2017 11:00:25 GMT,32,135.0,3.05556,58.0,1008.0,0,60.0,9144.0,23.0,16000.0
04 Aug 2017 03:16:24 GMT,30,180.0,4.72222,69.0,1010.0,7,60.0,9144.0,24.0,16000.0
14 Aug 2017 03:43:01 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:43:53 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:44:56 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:46:13 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:47:49 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:49:03 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:50:19 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:50:47 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:51:17 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:51:37 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:53:41 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:54:15 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:55:24 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:58:24 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:59:30 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 03:59:56 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 04:01:08 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 04:01:34 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
14 Aug 2017 04:02:19 GMT,30,202.5,4.72222,69.0,1012.0,7,60.0,4420.0,24.0,16000.0
