nRun,SumOfSquares,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSKVVOLT,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMVR,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSKVVOLT,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMW,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMVR,subtype_CaseGroup1_Bus95_Petrofac_PWBUSANGLE,subtype_CaseGroup1_Bus95_Petrofac_PWBUSKVVOLT,subtype_CaseGroup1_Bus95_Petrofac_LineMW,subtype_CaseGroup1_Bus95_Petrofac_LineMVR
214,75301.752288971955,3159.6650730781093,318.64640695343115,37592.254781200143,4966.1661355036686,3189.4156018248746,318.46887107812478,21109.202932493998,1123.6224460188935,3189.6714010281717,318.46737097067296,15.31991875829957,0.85135006356886889
215,75300.190549489751,3159.1272397397729,318.6837259419849,37592.213176891601,4966.1560553325844,3188.8717535432352,318.50619109119305,21109.206396209291,1123.6224460188935,3189.1275038303024,318.50469089584806,15.320026630169913,0.85134336487928997
216,75297.87143894413,3158.3140109724391,318.74048906810816,37592.180821016889,4966.1535352914125,3188.0493975470281,318.56295553919063,21109.20985992486,1123.6224460188935,3188.3050685544326,318.56145521016845,15.320064518493158,0.85133528219802246
217,75301.910789478265,3159.7822592724956,318.63650347885999,37592.143839013668,4966.0997703371522,3189.5342747892905,318.45896786449299,21109.213323640713,1123.6228455830269,3189.7900900470281,318.45746742345773,15.320117045564251,0.85133098252248007
218,75296.536481126212,3157.866835461512,318.77110393599315,37592.120727694492,4966.1308521308019,3187.5972650080907,318.59357116166711,21109.216790262653,1123.6228455830269,3187.85289530102,318.59207076055168,15.320198693634453,0.85132513276675226
219,75300.228072554266,3159.2055881759497,318.67626075555415,37592.092990243102,4966.0804487379155,3188.9511826162088,318.49872619979345,21109.22371769579,1123.6234449293604,3189.2069439945603,318.49722602202877,15.320216150536751,0.85132703347382255
220,75303.043184204653,3160.2485725101792,318.6018082589477,37592.028274733326,4966.0191227467594,3190.0060438495798,318.42427267580695,21109.234108847621,1123.6246436225067,3190.2619085257566,318.42277231650837,15.320324101736473,0.8513320159199026
221,75298.768882381293,3158.7466784801118,318.70671972259788,37591.972803786746,4966.0208027514009,3188.4872817068531,318.52918667604825,21109.237572565464,1123.6254427516258,3188.7430030237274,318.52768642654848,15.320370758065231,0.85133373209915053
222,75301.336171646355,3159.6837137636535,318.64012854682863,37591.940444137756,4965.9771199042907,3189.4349558063245,318.46259442080168,21109.247963720703,1123.62564253395,3189.6907693402868,318.46109397122302,15.320414518008612,0.85133098252248007
223,75298.923872750282,3158.8248816885293,318.70051355874949,37591.926577382903,4965.9930813017581,3188.5664394653609,318.52298081321908,21109.247963720703,1123.6260420986519,3188.8221696034007,318.52148022139056,15.320408646814009,0.85133424879861763
224,75297.452302955237,3158.3063679295069,318.73674381284803,37591.91270675289,4965.9939213018424,3188.0421025555952,318.55921168406809,21109.247963720703,1123.6260420986519,3188.29778230489,318.55771136386198,15.320417414465028,0.8513320159199026
225,75301.904508370644,3159.906404562546,318.62392871560166,37591.908084502698,4965.9527585625528,3189.6602140389718,318.4463944635076,21109.247963720703,1123.6260420986519,3189.9160490316403,318.44489405209288,15.320443639150469,0.85133098252248007
226,75299.585436761365,3159.0939613114951,318.68063474652365,37591.87110651136,4965.9519185659519,3188.8386497294127,318.50310218462022,21109.251427439682,1123.6268418986792,3189.0944065951148,318.50160163961749,15.320452406811501,0.85133373209915053
227,75297.648121332531,3158.4130757613793,318.72819111631685,37591.843369152077,4965.9535985592247,3188.1501189691921,318.55065958495499,21109.254894064754,1123.6274412460784,3188.4058109550374,318.54915928488805,15.320461174475046,0.85134146415398892
228,75299.725585362772,3159.1661963174142,318.67489618790853,37591.82950241513,4965.9275558766412,3188.9117638612242,318.49736379695094,21109.254894064754,1123.6282403761925,3189.167528176682,318.4958632654658,15.320429078576081,0.8513519458500225
229,75297.425046351564,3158.35990651577,318.7311854218492,37591.797142827818,4965.9267158821713,3188.0964255984809,318.55365448430507,21109.254894064754,1123.6290395065907,3188.3521120433065,318.55215417718551,15.320458199731778,0.85135762961358485
230,75296.430404004612,3158.0353055243199,318.75322181511763,37591.73704981208,4965.9031946564755,3187.7682415160934,318.57569187924548,21109.258357784311,1123.6294390718967,3188.023897861829,318.57419152023135,15.320458199731778,0.85135436329259573
231,75297.044074233258,3158.2844313236778,318.73470355243762,37591.681579080374,4965.8603509060413,3188.0202808694366,318.55717341979016,21109.27221266535,1123.6298386372732,3188.2759620022953,318.55567310438397,15.320522391624333,0.85134628055911843
232,75296.530786941119,3158.1035732792461,318.74736227040785,37591.676956844385,4965.8603509060413,3187.8373899796884,318.56983253862808,21109.27221266535,1123.6298386372732,3188.0930547444973,318.56833219341172,15.320536952243062,0.85134592993912805
233,75299.918993561922,3159.3235763666739,318.66126066874443,37591.667712373266,4965.8275899866585,3189.0711796760484,318.48372886420054,21109.27221266535,1123.6306377682399,3189.32696280852,318.48222872175609,15.320548616399618,0.85135504608234092
234,75301.100604960448,3159.755548539039,318.63057646218004,37591.658464025575,4965.8049075704475,3189.5080553130938,318.45304392685728,21109.27221266535,1123.6304379854716,3189.7638819445483,318.45154349977759,15.320577815951943,0.85135521216637444
235,75298.905948110521,3158.9825556179981,318.68465923032471,37591.630730622441,4965.8091089013669,3188.7263729378387,318.50712768888866,21109.275676386318,1123.6300384199885,3188.9821241716586,318.50562749133792,15.320580712423796,0.85134592993912805
236,75295.829437326815,3157.8817372427907,318.76212978312196,37591.626108389588,4965.831789917801,3187.6131389869688,318.58460022210073,21109.275676386318,1123.6304379854716,3187.8687834670845,318.58310019908743,15.320586583651368,0.85134816283609005
237,75296.656670215249,3158.197763536758,318.73932039185308,37591.584504428924,4965.8057475546166,3187.9327837045694,318.56179075810837,21109.282603829117,1123.6314368994911,3188.1884601995316,318.56029043182906,15.320618601432193,0.85134987903161297
238,75295.238906086161,3157.6988969865943,318.7741666463146,37591.570637739722,4965.8049075704475,3187.4283187734977,318.59663801681324,21109.282603829117,1123.631636682348,3187.6839479380842,318.59513796546094,15.320665258209381,0.85134867953993643
239,75292.88743669611,3156.8679894129541,318.83240343487853,37591.542900491288,4965.8107888704844,3186.5880680093405,318.65487608141319,21109.289531273043,1123.6318364652227,3186.8436160588726,318.65337589296553,15.32070322560566,0.85134748004910488
240,75299.797449197897,3159.3786726758522,318.6545026405509,37591.492052127156,4965.715022628202,3189.1271887145381,318.47697200495048,21109.289531273043,1123.6330351628451,3189.3829819995362,318.47547187841957,15.320671129453153,0.85134696334562254
241,75299.329811252363,3159.2155502789619,318.66590482412101,37591.482807678767,4965.7158626047685,3188.9622339612215,318.48837422420502,21109.289531273043,1123.6326355968997,3189.2180115952219,318.48687407082025,15.320679897179279,0.85134524715303839
242,75295.481317395897,3157.8394967016188,318.76280323299193,37591.473563231528,4965.7452646480406,3187.5706515096231,318.58527491232763,21109.289531273043,1123.6326355968997,3187.8262954152501,318.58377453074758,15.320679897179279,0.85134644664229697
243,75297.42335307879,3158.532678975866,318.71396746448534,37591.482807678767,4965.7293036488372,3188.2716571258284,318.53643811024597,21109.289531273043,1123.6326355968997,3188.5273686666856,318.53493784366935,15.320679897179279,0.8513467972623936
244,75298.348686926547,3158.8641376540945,318.69062173973111,37591.482807678767,4965.7225838292061,3188.6068578238005,318.51309210667324,21109.289531273043,1123.6328353798638,3188.8626008766269,318.51159153813825,15.320679897179279,0.85134712942886759
245,75298.34891751103,3158.8642197116046,318.6906160271206,37591.482807678767,4965.7225838292061,3188.6069402667167,318.51308603871536,21109.289531273043,1123.6328353798638,3188.8626844522496,318.51158582713254,15.320679897179279,0.85134712942886759
246,75296.99797110763,3158.3801798792474,318.72470408565056,37591.482807678767,4965.7326635603567,3188.1174378597902,318.54717495339543,21109.289531273043,1123.6326355968997,3188.3731341817015,318.54567466153446,15.320679897179279,0.85134748004910488
247,75301.208202615366,3159.8900049901372,318.61835845645828,37591.482807678767,4965.6982217024561,3189.6443067253285,318.44082682712991,21109.289531273043,1123.6326355968997,3189.9001501167372,318.43932642883169,15.320685690142561,0.85134712942886759
248,75293.632980705035,3157.1809229162959,318.80906729981956,37591.464314907709,4965.7545058316673,3186.9046614325816,318.63154001812035,21109.292997901244,1123.6326355968997,3187.1602413708097,318.63003988460548,15.320711915057609,0.85134163023669762
249,75302.361004695777,3160.3074209095871,318.58875082774335,37591.473563231528,4965.6805822408323,3190.0664586805601,318.41121888316536,21109.296461623926,1123.6324358139541,3190.3223427244407,318.40971855462072,15.32071488982551,0.85133631559805434
250,75303.533714754623,3160.736859576944,318.55825858945212,37591.45507046274,4965.6612600477301,3190.5007736923239,318.38072586360528,21109.299925346884,1123.6328353798638,3190.7567000082513,318.37922560690282,15.320741114765548,0.85133906518333691
251,75293.190460508282,3157.0391568012669,318.81850956992776,37591.431959355272,4965.7368648607144,3186.7613511506211,318.64098287203399,21109.299925346884,1123.6332349458442,3187.016918567937,318.63948235928098,15.320732347021904,0.85134233147497962
252,75300.613686944896,3159.7001701361714,318.63097273732546,37591.436581576207,4965.6747010179006,3189.4524055012166,318.45344187611676,21109.299925346884,1123.6332349458442,3189.7082321600042,318.45194144809972,15.320738218278532,0.85134198085580248
253,75293.375459349467,3157.1129213526278,318.81313044781422,37591.418092694206,4965.7284636711356,3186.835965670045,318.63560346271828,21109.299925346884,1123.6336345118962,3187.0915405955457,318.63410331963797,15.320732347021904,0.85134592993912805
254,75303.244200140034,3160.6496937729012,318.56391685107792,37591.427337134643,4965.6453005928779,3190.4126720087411,318.38638433268028,21109.299925346884,1123.6334347288614,3190.6685891425723,318.38488406264611,15.320717786310322,0.85134437983056244
255,75300.418976224028,3159.6500524197522,318.63398158043304,37591.404222158009,4965.6545402741394,3189.4017756520848,318.45645095161541,21109.299925346884,1123.6334347288614,3189.6575968917659,318.45495051650948,15.320706122089369,0.85133958188442249
256,75292.267755845489,3156.7354457535293,318.83918191957082,37591.385733283976,4965.7158626047685,3186.454286603444,318.66165553488253,21109.299925346884,1123.6336345118962,3186.70982364364,318.66015533047641,15.320711915057609,0.85133939734830255
257,75300.563872402243,3159.7087221155025,318.62963325692402,37591.390355502059,4965.6453005928779,3189.4611286723039,318.45210241202068,21109.303389070126,1123.6336345118962,3189.7169556809276,318.45060198715919,15.320709018573353,0.85133958188442249
258,75297.324353636708,3158.5491402188218,318.7112756608812,37591.385733283976,4965.6705011531913,3188.2884599379277,318.5337466994888,21109.303389070126,1123.6336345118962,3188.5441732819399,318.53224643925034,15.320711915057609,0.85134146415398892
259,75297.131528553087,3158.4802539402567,318.71612798519158,37591.385733283976,4965.6713411259907,3188.2187961449026,318.53859910000409,21109.303389070126,1123.6336345118962,3188.4745044366359,318.53709847138634,15.320709018573353,0.85134146415398892
260,75298.056633797984,3158.8120212341141,318.69273540915123,37591.385733283976,4965.6637813733478,3188.5543114102879,318.51520590117235,21109.303389070126,1123.6336345118962,3188.8100512265073,318.5137056845972,15.32072357928077,0.85134111353499053
261,75293.275407913519,3157.1034446592753,318.8130611691027,37591.371866631438,4965.699903062171,3186.8264557617881,318.63553456030525,21109.303389070126,1123.6336345118962,3187.0820303059627,318.63403406038066,15.32071488982551,0.85133923126581168
262,75302.730669509707,3160.494993790378,318.5740587263133,37591.376488848662,4965.6192587187033,3190.2562986959038,318.39652659342141,21109.299925346884,1123.6338342949484,3190.5122016502391,318.39502665636422,15.32071488982551,0.85134129807129644
263,75293.057608244097,3157.0366755601831,318.81746466753128,37591.353373887665,4965.6889819805556,3186.7589632565528,318.63993790358342,21109.303389070126,1123.6338342949484,3187.0145305781207,318.63843775029983,15.320679897179279,0.85133939734830255
264,75302.191777657354,3160.3093390206659,318.58684276666139,37591.362618320127,4965.6133789414298,3190.0685778357742,318.4093113537869,21109.303389070126,1123.6340340780189,3190.3244619646457,318.40781102973637,15.320671129453153,0.85134214693856158
265,75295.936891258651,3158.0743621426595,318.74416328880596,37591.344129456331,4965.6604200757838,3187.8083792871184,318.56663516194328,21109.303389070126,1123.6342338611068,3188.0640462763949,318.56513518122404,15.320653594008421,0.85134386312802091
266,75299.325575414739,3159.285989158031,318.65881507469589,37591.353373887665,4965.6335396016329,3189.0336835994412,318.48128537917336,21109.303389070126,1123.6342338611068,3189.2894686166578,318.47978488556373,15.320668232972752,0.85134404766462501
267,75296.301062960367,3158.2034709924578,318.73503990573437,37591.348751671852,4965.6570601887033,3187.9389493341041,318.55751146422028,21109.303389070126,1123.6342338611068,3188.1946294641525,318.55601114801806,15.320671129453153,0.85134473045023362
268,75298.176246437346,3158.8760843394516,318.68765868691702,37591.348751671852,4965.6410993312547,3188.619154253026,318.51012952233731,21109.303389070126,1123.6344336442125,3188.8749000577664,318.50862931771718,15.320671129453153,0.85134541323611612
269,75295.67552263457,3157.9794049653578,318.7508140749016,37591.348751671852,4965.6612600477301,3187.7123562026427,318.57328623751039,21109.303389070126,1123.6344336442125,3187.9680148244024,318.57178588416122,15.320679897179279,0.8513461144759561
270,75295.427243668251,3157.8908048798303,318.75704215300959,37591.348751671852,4965.6621014290986,3187.6227573411029,318.57951436590503,21109.303389070126,1123.6344336442125,3187.878406723808,318.57801399788985,15.320682793660783,0.85134559777288821
271,75297.349719102058,3158.5803183464277,318.70846390045273,37591.348751671852,4965.6461405635464,3188.3200532745204,318.53093500837883,21109.303389070126,1123.6344336442125,3188.5757701441585,318.52943475476178,15.320682793660783,0.85134592993912805
272,75297.965413557642,3158.8008131800357,318.6929349941766,37591.348751671852,4965.6419393015694,3188.5430360327227,318.51540578754003,21109.303389070126,1123.6344336442125,3188.7987753967773,318.51390557049416,15.320682793660783,0.8513461144759561
273,75297.141726452406,3158.5054407429684,318.71373609532475,37591.348751671852,4965.6486604759784,3188.2443304882681,318.53620751943595,21109.303389070126,1123.6344336442125,3188.5000409332952,318.53470725340242,15.320682793660783,0.85134576385599992
274,75296.536226869459,3158.2885709150828,318.72901163889986,37591.348751671852,4965.6528603314537,3188.0250124334229,318.55148344859305,21109.303389070126,1123.6344336442125,3188.280701661095,318.54998314658599,15.320682793660783,0.8513461144759561
275,75295.990617818476,3158.0927036635439,318.74280857367586,37591.348751671852,4965.6579001603677,3187.826935681192,318.56528046716016,21109.303389070126,1123.6344336442125,3188.0826056731016,318.56378048963023,15.320682793660783,0.85134592993912805
276,75300.204958702918,3159.6024353362809,318.63645456878714,37591.353373887665,4965.6234585617449,3189.3537101403867,318.45892432167284,21109.303389070126,1123.6342338611068,3189.6095271933727,318.45742423764773,15.320682793660783,0.85134473045023362
277,75298.415847967321,3158.9645790917689,318.68136237931066,37591.344129456331,4965.6368994807544,3188.7086553089853,318.50383318403703,21109.303389070126,1123.6342338611068,3188.964409220554,318.50233263731235,15.320679897179279,0.85134437983056244
278,75295.865762594796,3158.0503515662172,318.74574581682066,37591.344129456331,4965.6570601887033,3187.7841114038529,318.56821760616356,21109.303389070126,1123.6342338611068,3188.0397762907328,318.56671726475003,15.320685690142561,0.85134437983056244
279,75298.101350792116,3158.8520594747497,318.6892717798724,37591.344129456331,4965.6385794207408,3188.5948674729102,318.51174252287143,21109.303389070126,1123.6344336442125,3188.850611174299,318.51024231445257,15.320679897179279,0.8513445643672225
280,75298.421080279586,3158.9666822707532,318.68119957229499,37591.344129456331,4965.6360595108663,3188.7107841775196,318.50367006544207,21109.303389070126,1123.6344336442125,3188.9665381744608,318.50216987603426,15.320679897179279,0.8513445643672225
281,75298.802360041765,3159.1031970582362,318.67158653440504,37591.344129456331,4965.6335396016329,3188.8488391488045,318.49405685011527,21109.303389070126,1123.6344336442125,3189.1046077175438,318.49255668334723,15.320679897179279,0.85134437983056244
282,75297.103437301426,3158.4944175703918,318.71445698192144,37591.344129456331,4965.6461405635464,3188.2331889148759,318.53692820523219,21109.303389070126,1123.6344336442125,3188.4888977837777,318.53542793750148,15.320682793660783,0.85134437983056244
283,75297.844775143123,3158.7599041200006,318.69575739733466,37591.344129456331,4965.6410993312547,3188.5016716948248,318.5182284752994,21109.303389070126,1123.6344336442125,3188.7574060119341,318.51672825160608,15.320682793660783,0.85134489653326095
284,75298.9188125652,3159.1451504054148,318.66862571223817,37591.344129456331,4965.6318596624978,3188.8912662500907,318.49109613893887,21109.303389070126,1123.6346334273358,3189.147038779171,318.48959562221819,15.320682793660783,0.85134524715303839
285,75295.340290062552,3157.8640796641962,318.75883395971317,37591.339507241093,4965.6595801039057,3187.595739491218,318.58130638753141,21109.303389070126,1123.6346334273358,3187.8513866612966,318.57980601529636,15.320682793660783,0.85134524715303839
286,75296.745686572831,3158.36786883583,318.72334405602624,37591.339507241093,4965.6486604759784,3188.1052135417694,318.54581565954845,21109.303389070126,1123.6346334273358,3188.3609105027886,318.5443153708884,15.320682793660783,0.85134559777288821
287,75297.977525516428,3158.8079734730468,318.69234409414878,37591.344129456331,4965.6385794207408,3188.5502864234604,318.51481505211689,21109.303389070126,1123.6346334273358,3188.8060260782695,318.51331483646214,15.320688586624613,0.85134559777288821
288,75299.070579652864,3159.200057428181,318.66472985818137,37591.344129456331,4965.6293397543286,3188.946795966021,318.48720029944985,21109.303389070126,1123.6346334273358,3189.2025729809143,318.4856997919066,15.320685690142561,0.85134592993912805
289,75297.001830924812,3158.4598892113113,318.71684887449328,37591.339507241093,4965.6461405635464,3188.1982747875136,318.53932014545927,21109.303389070126,1123.6346334273358,3188.4539799976574,318.53782022904818,15.320679897179279,0.85134748004910488
290,75295.568122341007,3157.9460336790585,318.75304399267588,37591.339507241093,4965.6570601887033,3187.6786192853388,318.57551624817182,21109.303389070126,1123.6346334273358,3187.9342754250151,318.5740158895714,15.320679897179279,0.8513479967527442
291,75297.708166374054,3158.7115912142153,318.69911073558643,37591.344129456331,4965.6402593610128,3188.4528190486431,318.52158195026823,21109.303389070126,1123.6346334273358,3188.7085480185474,318.52008171867743,15.320674025933828,0.85134834737316001
292,75295.755905993472,3158.0134462867081,318.74827922668351,37591.339507241093,4965.655380245591,3187.7467945333065,318.57075138134019,21109.303389070126,1123.6346334273358,3188.0024567945302,318.56925139093016,15.320668232972752,0.85134816283609005
293,75299.987979634898,3159.5294230219479,318.6414812586836,37591.344129456331,4965.6209386557066,3189.2798850209256,318.46395139561008,21109.303389070126,1123.6346334273358,3189.5356945951307,318.46245094283472,15.320653594008421,0.85134919624393957
294,75295.053137472481,3157.7642918396632,318.76576484971793,37591.334885026139,4965.6579001603677,3187.494834869728,318.58823748913926,21109.303389070126,1123.6346334273358,3187.7504723475327,318.58673710058326,15.320641929811906,0.85134936232740244
295,75299.030641990772,3159.1904753067179,318.66528145997086,37591.334885026139,4965.6259798777646,3188.9371180144226,318.48775174756804,21109.303389070126,1123.6346334273358,3189.1928935117426,318.48625159564921,15.320633240379804,0.85134971294809969
296,75297.438551644591,3158.6216432595211,318.70533759446727,37591.330262811462,4965.6377394507117,3188.3618659003514,318.52780885933981,21109.303389070126,1123.6346334273358,3188.617585576083,318.52630861308472,15.320627369143288,0.85134971294809969
297,75298.005395908549,3158.8228201472698,318.69116836539058,37591.334885026139,4965.6343795713065,3188.5653123763018,318.51363929393813,21109.303389070126,1123.6346334273358,3188.821052633682,318.5121390810524,15.320627369143288,0.85134954686460251
298,75299.798197619675,3159.4658895269945,318.64588035889398,37591.334885026139,4965.6192587187033,3189.2156408523274,318.46835034092402,21109.303389070126,1123.6346334273358,3189.4714433320519,318.4668502346986,15.320627369143288,0.85134936232740244
299,75295.719350087806,3158.007326522958,318.74856738260792,37591.325640597075,4965.6503404179557,3187.7406189267795,318.57103945700874,21109.303389070126,1123.6346334273358,3187.9962798111142,318.56953910895032,15.320627369143288,0.8513479967527442
300,75299.283471191768,3159.2865186329486,318.65838557936672,37591.325640597075,4965.6184187503086,3189.0342562207798,318.48085564657947,21109.303389070126,1123.6346334273358,3189.2900423904362,318.479355510902,15.320627369143288,0.8513479967527442
301,75297.102019596365,3158.5059589123575,318.71335012319275,37591.32101838298,4965.6360595108663,3188.2448883579518,318.53582165481527,21109.303389070126,1123.6346334273358,3188.5005976960138,318.53432138969043,15.320633240379804,0.85134783066941444
302,75295.526757430911,3157.9414593584588,318.75310969413454,37591.32101838298,4965.6478205050971,3187.6740178352388,318.5755819313319,21109.303389070126,1123.6346334273358,3187.9296726611615,318.57408192954972,15.320624472667024,0.85134816283609005
303,75296.736797439473,3158.3754624976827,318.72253460947553,37591.32101838298,4965.6377394507117,3188.1129196587781,318.54500643845955,21109.303389070126,1123.6346334273358,3188.3686157995066,318.54350615170506,15.320624472667024,0.85134748004910488
304,75298.687675796173,3159.0731247250565,318.67339202502177,37591.325640597075,4965.6226185929927,3188.8184561598327,318.49586255160762,21109.303389070126,1123.6346334273358,3189.0742212512519,318.49436238058712,15.320627369143288,0.85134764613240033
305,75295.308094502296,3157.8662184415352,318.75838261534193,37591.316392291461,4965.6486604759784,3187.5979300929112,318.58085481188556,21109.299925346884,1123.6348332104774,3187.853577350832,318.5793547976898,15.320615704956756,0.85134936232740244
306,75301.861421352311,3160.2121524602089,318.59311850637835,37591.325640597075,4965.5940582884186,3189.970349631506,318.41558748600625,21109.303389070126,1123.6348332104774,3190.2262253022823,318.41408750405247,15.320630265619828,0.85134903016049279
307,75294.917731841211,3157.7316915435822,318.7677166533598,37591.307147864674,4965.6461405635464,3187.4618996723889,318.59018946316979,21109.299925346884,1123.6348332104774,3187.7175335711172,318.58868907001732,15.320618601432193,0.85134628055911843
308,75298.147715400977,3158.8898790347257,318.68611736220322,37591.307147864674,4965.6200986871681,3188.6331605562727,318.50858862699158,21109.299925346884,1123.6348332104774,3188.8889069226943,318.50708806906493,15.320624472667024,0.85134524715303839
309,75297.383366928101,3158.6159106972873,318.7054115030773,37591.307147864674,4965.6259798777646,3188.3560996378019,318.5278831043093,21109.299925346884,1123.6348332104774,3188.6118202116536,318.52638285787941,15.320627369143288,0.85134524715303839
310,75296.558271408663,3158.3200354951505,318.72625121660354,37591.307147864674,4965.6326996320295,3188.0568845205985,318.54872308124891,21109.299925346884,1123.6348332104774,3188.3125761556639,318.54722278574229,15.320627369143288,0.85134473045023362
311,75294.808202717599,3157.6924549777964,318.77045797273604,37591.307147864674,4965.6469805342867,3187.4222225156332,318.59293073306435,21109.299925346884,1123.6348332104774,3187.6778525649574,318.59143069043955,15.320621576191034,0.85134473045023362
312,75297.693247381889,3158.7273526394874,318.69754367615178,37591.307147864674,4965.6226185929927,3188.4688013147424,318.52001461346879,21109.299925346884,1123.6348332104774,3188.7245320549359,318.51851438556895,15.320618601432193,0.85134508106997686
313,75297.310472523328,3158.5900052010234,318.70721708951203,37591.307147864674,4965.6259798777646,3188.3299030735352,318.52968854474005,21109.299925346884,1123.6348332104774,3188.5856203381622,318.5281882940584,15.320618601432193,0.85134508106997686
314,75297.78287724132,3158.7595331812277,318.69527574915605,37591.307147864674,4965.6217786243142,3188.5013464459548,318.51774696129024,21109.299925346884,1123.6348332104774,3188.7570796206392,318.51624673873084,15.320618601432193,0.85134489653326095
315,75296.500654747084,3158.2998623584854,318.7276505289085,37591.307147864674,4965.6318596624978,3188.0364879022382,318.55012236075629,21109.299925346884,1123.6348332104774,3188.2921764607854,318.54862206195446,15.320621576191034,0.85134541323611612
316,75300.004590952289,3159.5544296389999,318.6392838620223,37591.311770077918,4965.6041378891214,3189.3052157889629,318.46175354044072,21109.299925346884,1123.6348332104774,3189.5610275085501,318.46025344975214,15.320612808481593,0.85134783066941444
317,75294.528369975436,3157.5939207092788,318.77732649893136,37591.302525651714,4965.6453005928779,3187.3225852633122,318.59979948834342,21109.303389070126,1123.6350329936363,3187.5782056713865,318.59829907256199,15.320639033334265,0.85134592993912805
318,75299.448268832901,3159.3554305656417,318.65321702028808,37591.307147864674,4965.6049778563083,3189.1039797471803,318.47568745669969,21109.306852793652,1123.6350329936363,3189.3597721014239,318.47418733319392,15.320636136856898,0.85134696334562254
319,75295.298090296521,3157.8711860722033,318.75772381024728,37591.297903439023,4965.6368994807544,3187.602986546498,318.58019654724876,21109.306852793652,1123.6350329936363,3187.8586340071802,318.57869617762719,15.320630265619828,0.85134816283609005
320,75296.880013954273,3158.4370337646965,318.71784505273052,37591.302525651714,4965.6234585617449,3188.1752227823913,318.54031676012482,21109.306852793652,1123.6350329936363,3188.4309248094764,318.53881648441427,15.320636136856898,0.85134816283609005
321,75296.668168682707,3158.3610833289581,318.72319480643051,37591.302525651714,4965.6251384994566,3188.0984142337779,318.54566645152443,21109.306852793652,1123.6350329936363,3188.3541097928282,318.54416616321583,15.320636136856898,0.85134783066941444
322,75295.4281221071,3157.9180561970638,318.75440122907412,37591.297903439023,4965.6352195410509,3187.6503873240631,318.57687382051398,21109.306852793652,1123.6350329936363,3187.906040073176,318.5753734587168,15.320633240379804,0.8513479967527442
323,75298.076900525411,3158.8660665678899,318.68761334328286,37591.302525651714,4965.614218909398,3188.609098464538,318.51008419133467,21109.306852793652,1123.6350329936363,3188.8648427366188,318.50858398682129,15.320633240379804,0.85134764613240033
324,75295.120831440843,3157.808179496813,318.76211621414996,37591.297903439023,4965.6368994807544,3187.5392730402268,318.58458879878026,21109.306852793652,1123.6350329936363,3187.7949156875961,318.58308877579395,15.320633240379804,0.85134748004910488
325,75298.997209571186,3159.19962013959,318.66408721592217,37591.297903439023,4965.6049778563083,3188.9464198707674,318.48655783622507,21109.303389070126,1123.6350329936363,3189.2021968705776,318.48505733019516,15.320618601432193,0.85134834737316001
326,75297.355480375933,3158.6111886435597,318.70552111634561,37591.297903439023,4965.617578781983,3188.3513475005516,318.52799268704445,21109.303389070126,1123.6350329936363,3188.6070667544809,318.52649244035644,15.320618601432193,0.85134834737316001
327,75297.088498191166,3158.5156254206868,318.71225219264295,37591.297903439023,4965.6192587187033,3188.2547052913742,318.53472403009084,21109.303389070126,1123.6350329936363,3188.5104161524437,318.53322376755079,15.320618601432193,0.85134851345654006
328,75299.506434354742,3159.3825521773988,318.65119344996577,37591.297903439023,4965.5999380542526,3189.1314184955349,318.47366373631394,21109.303389070126,1123.6350329936363,3189.3872130796544,318.47216326065876,15.320618601432193,0.8513479967527442
329,75295.197855271021,3157.8401328251703,318.75979485294732,37591.288659014521,4965.6335396016329,3187.5715943678888,318.58226737012905,21109.306852793652,1123.6350329936363,3187.8272394405408,318.58076699563122,15.320627369143288,0.85134764613240033
330,75295.543467382638,3157.964925545838,318.75093512227954,37591.288659014521,4965.6284997850817,3187.6978020043862,318.57340760814753,21109.306852793652,1123.6350329936363,3187.953458913285,318.57190725451255,15.320639033334265,0.85134731396582553
331,75300.3463673347,3159.6887705129921,318.62949545339637,37591.288659014521,4965.588177116726,3189.4411070752885,318.45196536069739,21109.303389070126,1123.6354332304209,3189.6969310218637,318.45046529306222,15.320624472667024,0.85134971294809969
332,75295.144259396868,3157.8273878884947,318.760543286585,37591.279414591139,4965.6284997850817,3187.5587195656221,318.58301595230233,21109.303389070126,1123.6354332304209,3187.8143629927863,318.58151593301881,15.320624472667024,0.85135262863879835
333,75300.647846276377,3159.797883962804,318.62172209747479,37591.288659014521,4965.5831373231949,3189.5514615771745,318.44419167232189,21109.303389070126,1123.6354332304209,3189.8072967267758,318.44269162299571,15.320630265619828,0.85134971294809969
334,75293.895489055678,3157.3844352763494,318.79163333916898,37591.270170168907,4965.6343795713065,3187.1107791316535,318.61410662827672,21109.303389070126,1123.6356330136337,3187.366379755073,318.61260653580109,15.320627369143288,0.85134919624393957
