primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
lignite,subcritical,47,2100,1927,39.66,12670025.00,14
lignite,subcritical,47,2200,2018,39.43,13268350.00,14
lignite,subcritical,47,2300,2110,39.22,13873250.00,14
lignite,subcritical,47,2400,2202,39.03,14478150.00,14
lignite,subcritical,47,2500,2294,38.84,15083050.00,14
lignite,subcritical,50,100,91.83,92.24,603782.25,15
lignite,subcritical,50,200,183.6,69.32,1207170.00,15
lignite,subcritical,50,300,275.3,60.44,1810097.50,15
lignite,subcritical,50,400,367.1,55.46,2413682.50,15
lignite,subcritical,50,500,458.8,52.18,3016610.00,15
lignite,subcritical,50,600,550.6,49.81,3620195.00,15
lignite,subcritical,50,700,642.3,47.99,4223122.50,15
lignite,subcritical,50,800,734,46.52,4826050.00,15
lignite,subcritical,50,900,825.8,45.31,5429635.00,15
lignite,subcritical,50,1000,917.5,44.28,6032562.50,15
lignite,subcritical,50,1100,1009,43.38,6634175.00,15
lignite,subcritical,50,1200,1101,42.58,7239075.00,15
lignite,subcritical,50,1300,1193,41.87,7843975.00,15
lignite,subcritical,50,1400,1285,41.29,8448875.00,15
lignite,subcritical,50,1500,1376,40.86,9047200.00,15
lignite,subcritical,50,1600,1468,40.47,9652100.00,15
lignite,subcritical,50,1700,1560,40.12,10257000.00,15
lignite,subcritical,50,1800,1651,39.81,10855325.00,15
lignite,subcritical,50,1900,1743,39.53,11460225.00,15
lignite,subcritical,50,2000,1835,39.27,12065125.00,15
lignite,subcritical,50,2100,1927,39.03,12670025.00,15
lignite,subcritical,50,2200,2018,38.81,13268350.00,15
lignite,subcritical,50,2300,2110,38.61,13873250.00,15
lignite,subcritical,50,2400,2202,38.41,14478150.00,15
lignite,subcritical,50,2500,2294,38.23,15083050.00,15
lignite,subcritical,53,100,91.83,90.99,603782.25,16
lignite,subcritical,53,200,183.6,68.28,1207170.00,16
lignite,subcritical,53,300,275.3,59.5,1810097.50,16
lignite,subcritical,53,400,367.1,54.58,2413682.50,16
lignite,subcritical,53,500,458.8,51.35,3016610.00,16
lignite,subcritical,53,600,550.6,49.01,3620195.00,16
lignite,subcritical,53,700,642.3,47.22,4223122.50,16
lignite,subcritical,53,800,734,45.78,4826050.00,16
lignite,subcritical,53,900,825.8,44.58,5429635.00,16
lignite,subcritical,53,1000,917.5,43.57,6032562.50,16
lignite,subcritical,53,1100,1009,42.68,6634175.00,16
lignite,subcritical,53,1200,1101,41.9,7239075.00,16
lignite,subcritical,53,1300,1193,41.2,7843975.00,16
lignite,subcritical,53,1400,1285,40.63,8448875.00,16
lignite,subcritical,53,1500,1376,40.2,9047200.00,16
lignite,subcritical,53,1600,1468,39.82,9652100.00,16
lignite,subcritical,53,1700,1560,39.48,10257000.00,16
lignite,subcritical,53,1800,1651,39.18,10855325.00,16
lignite,subcritical,53,1900,1743,38.9,11460225.00,16
lignite,subcritical,53,2000,1835,38.64,12065125.00,16
lignite,subcritical,53,2100,1927,38.41,12670025.00,16
lignite,subcritical,53,2200,2018,38.19,13268350.00,16
lignite,subcritical,53,2300,2110,37.99,13873250.00,16
lignite,subcritical,53,2400,2202,37.79,14478150.00,16
lignite,subcritical,53,2500,2294,37.61,15083050.00,16
lignite,subcritical,57,100,91.83,89.34,603782.25,17
lignite,subcritical,57,200,183.6,66.9,1207170.00,17
lignite,subcritical,57,300,275.3,58.24,1810097.50,17
lignite,subcritical,57,400,367.1,53.41,2413682.50,17
lignite,subcritical,57,500,458.8,50.24,3016610.00,17
lignite,subcritical,57,600,550.6,47.95,3620195.00,17
lignite,subcritical,57,700,642.3,46.19,4223122.50,17
lignite,subcritical,57,800,734,44.78,4826050.00,17
lignite,subcritical,57,900,825.8,43.62,5429635.00,17
lignite,subcritical,57,1000,917.5,42.62,6032562.50,17
lignite,subcritical,57,1100,1009,41.76,6634175.00,17
lignite,subcritical,57,1200,1101,40.99,7239075.00,17
lignite,subcritical,57,1300,1193,40.3,7843975.00,17
lignite,subcritical,57,1400,1285,39.75,8448875.00,17
lignite,subcritical,57,1500,1376,39.33,9047200.00,17
lignite,subcritical,57,1600,1468,38.96,9652100.00,17
lignite,subcritical,57,1700,1560,38.63,10257000.00,17
lignite,subcritical,57,1800,1651,38.33,10855325.00,17
lignite,subcritical,57,1900,1743,38.06,11460225.00,17
lignite,subcritical,57,2000,1835,37.81,12065125.00,17
lignite,subcritical,57,2100,1927,37.58,12670025.00,17
lignite,subcritical,57,2200,2018,37.36,13268350.00,17
lignite,subcritical,57,2300,2110,37.16,13873250.00,17
lignite,subcritical,57,2400,2202,36.97,14478150.00,17
lignite,subcritical,57,2500,2294,36.79,15083050.00,17
lignite,subcritical,60,100,91.83,88.1,603782.25,18
lignite,subcritical,60,200,183.6,65.86,1207170.00,18
lignite,subcritical,60,300,275.3,57.3,1810097.50,18
lignite,subcritical,60,400,367.1,52.54,2413682.50,18
lignite,subcritical,60,500,458.8,49.41,3016610.00,18
lignite,subcritical,60,600,550.6,47.16,3620195.00,18
lignite,subcritical,60,700,642.3,45.43,4223122.50,18
lignite,subcritical,60,800,734,44.04,4826050.00,18
lignite,subcritical,60,900,825.8,42.89,5429635.00,18
lignite,subcritical,60,1000,917.5,41.91,6032562.50,18
lignite,subcritical,60,1100,1009,41.06,6634175.00,18
lignite,subcritical,60,1200,1101,40.31,7239075.00,18
lignite,subcritical,60,1300,1193,39.63,7843975.00,18
lignite,subcritical,60,1400,1285,39.08,8448875.00,18
lignite,subcritical,60,1500,1376,38.67,9047200.00,18
lignite,subcritical,60,1600,1468,38.31,9652100.00,18
lignite,subcritical,60,1700,1560,37.99,10257000.00,18
lignite,subcritical,60,1800,1651,37.69,10855325.00,18
lignite,subcritical,60,1900,1743,37.43,11460225.00,18
lignite,subcritical,60,2000,1835,37.18,12065125.00,18
lignite,subcritical,60,2100,1927,36.95,12670025.00,18
lignite,subcritical,60,2200,2018,36.74,13268350.00,18
lignite,subcritical,60,2300,2110,36.54,13873250.00,18
lignite,subcritical,60,2400,2202,36.35,14478150.00,18
lignite,subcritical,60,2500,2294,36.17,15083050.00,18
lignite,subcritical,63,100,91.83,86.86,603782.25,19
lignite,subcritical,63,200,183.6,64.82,1207170.00,19
lignite,subcritical,63,300,275.3,56.36,1810097.50,19
lignite,subcritical,63,400,367.1,51.66,2413682.50,19
lignite,subcritical,63,500,458.8,48.58,3016610.00,19
lignite,subcritical,63,600,550.6,46.36,3620195.00,19
lignite,subcritical,63,700,642.3,44.66,4223122.50,19
lignite,subcritical,63,800,734,43.29,4826050.00,19
lignite,subcritical,63,900,825.8,42.16,5429635.00,19
lignite,subcritical,63,1000,917.5,41.2,6032562.50,19
lignite,subcritical,63,1100,1009,40.37,6634175.00,19
lignite,subcritical,63,1200,1101,39.63,7239075.00,19
lignite,subcritical,63,1300,1193,38.96,7843975.00,19
lignite,subcritical,63,1400,1285,38.42,8448875.00,19
lignite,subcritical,63,1500,1376,38.02,9047200.00,19
lignite,subcritical,63,1600,1468,37.66,9652100.00,19
lignite,subcritical,63,1700,1560,37.34,10257000.00,19
lignite,subcritical,63,1800,1651,37.06,10855325.00,19
lignite,subcritical,63,1900,1743,36.79,11460225.00,19
lignite,subcritical,63,2000,1835,36.55,12065125.00,19
lignite,subcritical,63,2100,1927,36.33,12670025.00,19
lignite,subcritical,63,2200,2018,36.12,13268350.00,19
lignite,subcritical,63,2300,2110,35.92,13873250.00,19
lignite,subcritical,63,2400,2202,35.74,14478150.00,19
