primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
subbituminous,supercritical,40,400,335.1,58.60,2203282.5,12
subbituminous,supercritical,40,500,418.8,55.40,2753610,12
subbituminous,supercritical,40,600,502.6,53.08,3304595,12
subbituminous,supercritical,40,700,586.3,51.29,3854922.5,12
subbituminous,supercritical,40,800,670.1,49.86,4405907.5,12
subbituminous,supercritical,40,900,753.8,48.66,4956235,12
subbituminous,supercritical,40,1000,837.6,47.65,5507220,12
subbituminous,supercritical,40,1100,921.4,46.78,6058205,12
subbituminous,supercritical,40,1200,1005,46.00,6607875,12
subbituminous,supercritical,40,1300,1089,45.31,7160175,12
subbituminous,supercritical,40,1400,1173,44.69,7712475,12
subbituminous,supercritical,40,1500,1256,44.12,8258200,12
subbituminous,supercritical,40,1600,1340,43.72,8810500,12
subbituminous,supercritical,40,1700,1424,43.36,9362800,12
subbituminous,supercritical,40,1800,1508,43.04,9915100,12
subbituminous,supercritical,40,1900,1591,42.75,10460825,12
subbituminous,supercritical,40,2000,1675,42.49,11013125,12
subbituminous,supercritical,40,2100,1759,42.24,11565425,12
subbituminous,supercritical,40,2200,1843,42.02,12117725,12
subbituminous,supercritical,40,2300,1926,41.82,12663450,12
subbituminous,supercritical,40,2400,2010,41.63,13215750,12
subbituminous,supercritical,40,2500,2094,41.45,13768050,12
subbituminous,supercritical,43,100,83.83,92.59,551182.25,13
subbituminous,supercritical,43,200,167.6,70.93,1101970,13
subbituminous,supercritical,43,300,251.3,62.46,1652297.5,13
subbituminous,supercritical,43,400,335.1,57.70,2203282.5,13
subbituminous,supercritical,43,500,418.8,54.54,2753610,13
subbituminous,supercritical,43,600,502.6,52.25,3304595,13
subbituminous,supercritical,43,700,586.3,50.49,3854922.5,13
subbituminous,supercritical,43,800,670.1,49.08,4405907.5,13
subbituminous,supercritical,43,900,753.8,47.91,4956235,13
subbituminous,supercritical,43,1000,837.6,46.91,5507220,13
subbituminous,supercritical,43,1100,921.4,46.05,6058205,13
subbituminous,supercritical,43,1200,1005,45.29,6607875,13
subbituminous,supercritical,43,1300,1089,44.61,7160175,13
subbituminous,supercritical,43,1400,1173,44.00,7712475,13
subbituminous,supercritical,43,1500,1256,43.44,8258200,13
subbituminous,supercritical,43,1600,1340,43.04,8810500,13
subbituminous,supercritical,43,1700,1424,42.69,9362800,13
subbituminous,supercritical,43,1800,1508,42.38,9915100,13
subbituminous,supercritical,43,1900,1591,42.09,10460825,13
subbituminous,supercritical,43,2000,1675,41.83,11013125,13
subbituminous,supercritical,43,2100,1759,41.60,11565425,13
subbituminous,supercritical,43,2200,1843,41.38,12117725,13
subbituminous,supercritical,43,2300,1926,41.18,12663450,13
