primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
coal,ultrasupercritical,17,1200,10,0.75,834.1,5484207.5,36.02,9.267777778,45.28777778,98.77,649412.75,56.37245203,1.097444444,57.46989647
coal,ultrasupercritical,17,1300,10,0.75,903.6,5941170,35.45,9.267692308,44.71769231,107,703525,55.4803838,1.097435897,56.57781969
coal,ultrasupercritical,17,1400,10,0.75,973.1,6398132.5,34.95,9.267619048,44.21761905,115.23,757637.25,54.6978678,1.097428571,55.79529638
coal,ultrasupercritical,17,1500,10,0.75,1043,6857725,34.49,9.271111111,43.76111111,123.5,812012.5,53.97795309,1.097777778,55.07573087
coal,ultrasupercritical,17,1600,10,0.75,1112,7311400,34.07,9.266666667,43.33666667,131.67,865730.25,53.32063966,1.09725,54.41788966
coal,ultrasupercritical,17,1700,10,0.75,1182,7771650,33.69,9.270588235,42.96058824,139.96,920237,52.72592751,1.09772549,53.823653
coal,ultrasupercritical,17,1800,10,0.75,1251,8225325,33.33,9.266666667,42.59666667,148.13,973954.75,52.16251599,1.097259259,53.25977525
coal,ultrasupercritical,17,1900,10,0.75,1321,8685575,33.06,9.270175439,42.33017544,156.42,1028461.5,51.73995736,1.097684211,52.83764157
coal,ultrasupercritical,17,2000,10,0.75,1390,9139250,32.81,9.266666667,42.07666667,164.59,1082179.25,51.34869936,1.097266667,52.44596603
coal,ultrasupercritical,17,2100,10,0.75,1460,9599500,32.59,9.26984127,41.85984127,172.88,1136686,51.00439232,1.097650794,52.10204312
coal,ultrasupercritical,17,2200,10,0.75,1529,10053175,32.39,9.266666667,41.65666667,181.05,1190403.75,50.69138593,1.097272727,51.78865865
coal,ultrasupercritical,17,2300,10,0.75,1599,10513425,32.2,9.269565217,41.46956522,189.34,1244910.5,50.39402985,1.097623188,51.49165304
coal,ultrasupercritical,17,2400,10,0.75,1668,10967100,32.03,9.266666667,41.29666667,197.51,1298628.25,50.12797441,1.097277778,51.22525219
coal,ultrasupercritical,17,2500,10,0.75,1738,11427350,31.86,9.269333333,41.12933333,205.8,1353135,49.86191898,1.0976,50.95951898
coal,ultrasupercritical,20,100,10,0.75,69.57,457422.75,73.47,9.276,82.746,8.24,54178,114.9828998,1.098666667,116.0815665
coal,ultrasupercritical,20,200,10,0.75,139.1,914582.5,56.39,9.273333333,65.66333333,16.47,108290.25,88.25215352,1.098,89.35015352
coal,ultrasupercritical,20,300,10,0.75,208.6,1371545,49.58,9.271111111,58.85111111,24.7,162402.5,77.59428571,1.097777778,78.69206349
coal,ultrasupercritical,20,400,10,0.75,278.1,1828507.5,45.71,9.27,54.98,32.93,216514.75,71.53761194,1.097666667,72.63527861
coal,ultrasupercritical,20,500,10,0.75,347.6,2285470,43.12,9.269333333,52.38933333,41.16,270627,67.4841791,1.0976,68.5817791
coal,ultrasupercritical,20,600,10,0.75,417.1,2742432.5,41.23,9.268888889,50.49888889,49.39,324739.25,64.52626866,1.097555556,65.62382421
coal,ultrasupercritical,20,700,10,0.75,486.6,3199395,39.77,9.268571429,49.03857143,57.62,378851.5,62.24132196,1.09752381,63.33884577
coal,ultrasupercritical,20,800,10,0.75,556.1,3656357.5,38.6,9.268333333,47.86833333,65.85,432963.75,60.41023454,1.0975,61.50773454
coal,ultrasupercritical,20,900,10,0.75,625.6,4113320,37.63,9.268148148,46.89814815,74.08,487076,58.89215352,1.097481481,59.989635
coal,ultrasupercritical,20,1000,10,0.75,695.1,4570282.5,36.8,9.268,46.068,82.31,541188.25,57.59317697,1.097466667,58.69064364
coal,ultrasupercritical,20,1100,10,0.75,764.6,5027245,36.09,9.267878788,45.35787879,90.54,595300.5,56.48200426,1.097454545,57.57945881
coal,ultrasupercritical,20,1200,10,0.75,834.1,5484207.5,35.46,9.267777778,44.72777778,98.77,649412.75,55.49603412,1.097444444,56.59347856
coal,ultrasupercritical,20,1300,10,0.75,903.6,5941170,34.91,9.267692308,44.17769231,107,703525,54.63526652,1.097435897,55.73270242
coal,ultrasupercritical,20,1400,10,0.75,973.1,6398132.5,34.41,9.267619048,43.67761905,115.23,757637.25,53.85275053,1.097428571,54.9501791
coal,ultrasupercritical,20,1500,10,0.75,1043,6857725,33.96,9.271111111,43.23111111,123.5,812012.5,53.14848614,1.097777778,54.24626392
coal,ultrasupercritical,20,1600,10,0.75,1112,7311400,33.55,9.266666667,42.81666667,131.67,865730.25,52.50682303,1.09725,53.60407303
coal,ultrasupercritical,20,1700,10,0.75,1182,7771650,33.17,9.270588235,42.44058824,139.96,920237,51.91211087,1.09772549,53.00983636
coal,ultrasupercritical,20,1800,10,0.75,1251,8225325,32.82,9.266666667,42.08666667,148.13,973954.75,51.36434968,1.097259259,52.46160894
coal,ultrasupercritical,20,1900,10,0.75,1321,8685575,32.56,9.270175439,41.83017544,156.42,1028461.5,50.95744136,1.097684211,52.05512558
coal,ultrasupercritical,20,2000,10,0.75,1390,9139250,32.31,9.266666667,41.57666667,164.59,1082179.25,50.56618337,1.097266667,51.66345004
coal,ultrasupercritical,20,2100,10,0.75,1460,9599500,32.1,9.26984127,41.36984127,172.88,1136686,50.23752665,1.097650794,51.33517745
coal,ultrasupercritical,20,2200,10,0.75,1529,10053175,31.89,9.266666667,41.15666667,181.05,1190403.75,49.90886994,1.097272727,51.00614266
