primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
coal_biomass,supercritical,13,2500,1607.2,44.7,10567340,10,0.75,15,33.68,8.571733333,42.25173333,200,1366.12,-41.08,-270101,54.18393305,-0.219093333,53.96483972
coal_biomass,supercritical,17,100,64.336,101.7,423009.2,10,0.75,15,76.63,8.578133333,85.20813333,8.01,54.6856,-1.6404,-10785.63,123.281318,-0.21872,123.062598
coal_biomass,supercritical,17,200,128.64,77.92,845808,10,0.75,15,58.71,8.576,67.286,16.01,109.344,-3.286,-21605.45,94.45186192,-0.219066667,94.23279526
coal_biomass,supercritical,17,300,192.88,68.49,1268186,10,0.75,15,51.61,8.572444444,60.18244444,24,163.948,-4.932,-32427.9,83.02947699,-0.2192,82.81027699
coal_biomass,supercritical,17,400,257.12,63.13,1690564,10,0.75,15,47.57,8.570666667,56.14066667,32,218.552,-6.568,-43184.6,76.52997908,-0.218933333,76.31104575
coal_biomass,supercritical,17,500,321.44,59.56,2113468,10,0.75,15,44.88,8.571733333,53.45173333,40,273.224,-8.216,-54020.2,72.2023431,-0.219093333,71.98324976
coal_biomass,supercritical,17,600,385.68,56.96,2535846,10,0.75,15,42.92,8.570666667,51.49066667,47.99,327.828,-9.862,-64842.65,69.04912134,-0.219155556,68.82996578
coal_biomass,supercritical,17,700,450,54.94,2958750,10,0.75,15,41.4,8.571428571,49.97142857,56,382.5,-11.5,-75612.5,66.60376569,-0.219047619,66.38471807
coal_biomass,supercritical,17,800,514.24,53.33,3381128,10,0.75,15,40.18,8.570666667,48.75066667,63.99,437.104,-13.146,-86434.95,64.64104603,-0.2191,64.42194603
coal_biomass,supercritical,17,900,578.56,51.98,3804032,10,0.75,15,39.17,8.571259259,47.74125926,72,491.776,-14.784,-97204.8,63.01617155,-0.219022222,62.79714933
