Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By
http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,Object Property,,,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#MolecularWeight,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,http://www.ontology-of-units-of-measure.org/resource/om-2/
http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,Object Property,,,Volume,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,http://www.ontology-of-units-of-measure.org/resource/om-2/
hasCBUFormula,Data Property,,,ChemicalBuildingUnit,String,,Data string outlying the formula of the chemical building unit. ,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasMOPFormula,Data Property,,,MetalOrganicPolyhedron,String,,,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasCCDCNumber,Data Property,,,MetalOrganicPolyhedron,Integer,,A data property that informs on the exact deposition number of the MOP in the CCDC database.,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasXYZGeometry,Data Property,,,MetalOrganicPolyhedron,String,,The data property that represents the geometry of the MOP.,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasModularity,Data Property,,,GenericBuildingUnit,Integer,,The number of generic building units that connect to a selected generic building.,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasPlanarity,Data Property,,,GenericBuildingUnit,String,,"Description of how the other beneric building units are spatially oriented arround the building unit of interst. (e.g. linear, bent, off-set, pyramidal, planar).",http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasUnitNumberValue,Data Property,,,GenericBuildingUnitNumber,Integer,,,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasSymmetryPointGroup,Data Property,,,AssemblyModel,String,,A relation between chemcial species and their idealised symmetry pointgroup. ,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasReferenceDOI,Data Property,,,Provenance,String,,DOI number provided as an identifier not as a link. ,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasSymbol,Data Property,,,PolyhedralShape,String,,A data property describing polyhedral shape through a letter code.,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
hasOuterCoordinationNumber,Data Property,,,BindingSite,Integer,,,http://www.theworldavatar.com/ontology/ontomop/OntoMOP.owl
http://www.w3.org/2000/01/rdf-schema#label,Data Property,,,Core,String,,,http://www.w3.org/2000/01/rdf-schema
http://www.w3.org/2000/01/rdf-schema#label,Data Property,,,Spacer,String,,,http://www.w3.org/2000/01/rdf-schema
http://www.w3.org/2000/01/rdf-schema#label,Data Property,,,Substituent,String,,,http://www.w3.org/2000/01/rdf-schema
http://www.w3.org/2000/01/rdf-schema#label,Data Property,,,BindingSite,String,,,http://www.w3.org/2000/01/rdf-schema
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#value,Data Property,,,AssemblyModel,String,,,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl
http://www.w3.org/2000/01/rdf-schema#label,Data Property,,,BindingDirection,String,,,http://www.w3.org/2000/01/rdf-schema
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,String,,,http://www.ontology-of-units-of-measure.org/resource/om-2/
