Source,Type,Target,Relation,Value,Data Type
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_57,,https://phyllis.nl/Biomass/View/547,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_57,,17/02/2021,string
Weblink_58,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_58,,https://phyllis.nl/Biomass/View/484,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_58,,17/02/2021,string
Weblink_60,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_60,,https://phyllis.nl/Biomass/View/2747,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_60,,17/02/2021,string
Weblink_61,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_61,,https://phyllis.nl/Biomass/View/2888,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_61,,17/02/2021,string
Weblink_62,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_62,,https://phyllis.nl/Biomass/View/2888,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_62,,17/02/2021,string
Weblink_64,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_64,,https://phyllis.nl/Biomass/View/2888,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_64,,17/02/2021,string
Weblink_66,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_66,,https://phyllis.nl/Biomass/View/573,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_66,,17/02/2021,string
Weblink_67,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_67,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_67,,17/02/2021,string
Weblink_68,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_68,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_68,,17/02/2021,string
Weblink_69,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_69,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_69,,17/02/2021,string
Weblink_70,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_70,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_70,,17/02/2021,string
Weblink_71,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_71,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_71,,17/02/2021,string
Weblink_72,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_72,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_72,,17/02/2021,string
Weblink_73,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_73,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/946161/structure-jun2020final-uk-22dec20.pdf,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_73,,17/02/2021,string
Weblink_74,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_74,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_74,,17/02/2021,string
Weblink_75,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_75,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_75,,17/02/2021,string
Weblink_76,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_76,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_76,,17/02/2021,string
Weblink_77,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_77,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_77,,17/02/2021,string
Weblink_78,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_78,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_78,,17/02/2021,string
Weblink_79,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_79,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_79,,17/02/2021,string
Weblink_80,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_80,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_80,,17/02/2021,string
Weblink_81,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_81,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_81,,17/02/2021,string
Weblink_82,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_82,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_82,,17/02/2021,string
Weblink_83,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_83,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_83,,17/02/2021,string
Weblink_84,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_84,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_84,,17/02/2021,string
Weblink_85,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_85,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_85,,17/02/2021,string
Weblink_86,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_86,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_86,,17/02/2021,string
Weblink_87,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_87,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_87,,17/02/2021,string
Weblink_88,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_88,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_88,,17/02/2021,string
Weblink_89,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_89,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_89,,17/02/2021,string
Weblink_90,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_90,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_90,,17/02/2021,string
Weblink_91,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_91,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_91,,17/02/2021,string
Weblink_92,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_92,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_92,,17/02/2021,string
Weblink_93,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_93,,https://www.yara.co.uk/crop-nutrition/novel-crops/sunflower/,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_93,,17/02/2021,string
Weblink_94,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_94,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_94,,17/02/2021,string
Weblink_95,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_95,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_95,,17/02/2021,string
Weblink_96,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_96,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_96,,17/02/2021,string
Weblink_97,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_97,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_97,,17/02/2021,string
Weblink_98,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_98,,http://www.fao.org/faostat/en/#data/QC,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_98,,17/02/2021,string
Weblink_99,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Weblink,,,
http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasURL,Data Property,Weblink_99,,https://www.forestresearch.gov.uk/tools-and-resources/biomass-energy-resources/fuel/energy-crops/grasses/,string
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#dateOfAccess,Data Property,Weblink_99,,17/02/2021,string
Spring Barley,Instance,Gross Calorific Value_1,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Barley,Instance,Net Calorific Value_1,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Barley,Instance,Crop Yield_1,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Beet,Instance,Gross Calorific Value_2,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Beet,Instance,Net Calorific Value_2,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Beet,Instance,Crop Yield_2,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Carrot,Instance,Crop Yield_3,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Chicory,Instance,Crop Yield_4,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Lettuce,Instance,Crop Yield_5,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Linseed,Instance,Gross Calorific Value_6,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Linseed,Instance,Net Calorific Value_6,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Linseed,Instance,Crop Yield_6,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Maize,Instance,Gross Calorific Value_7,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Maize,Instance,Net Calorific Value_7,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Maize,Instance,Crop Yield_7,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Oats,Instance,Gross Calorific Value_8,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Oats,Instance,Net Calorific Value_8,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Oats,Instance,Crop Yield_8,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Onions,Instance,Gross Calorific Value_9,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Onions,Instance,Net Calorific Value_9,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Onions,Instance,Crop Yield_9,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Rye,Instance,Gross Calorific Value_10,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Rye,Instance,Net Calorific Value_10,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Rye,Instance,Crop Yield_10,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Strawberry,Instance,Crop Yield_11,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Triticale,Instance,Gross Calorific Value_12,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Triticale,Instance,Net Calorific Value_12,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Triticale,Instance,Crop Yield_12,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Wheat,Instance,Gross Calorific Value_13,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Wheat,Instance,Net Calorific Value_13,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Wheat,Instance,Crop Yield_13,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Cabbage,Instance,Crop Yield_14,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Turnip,Instance,Crop Yield_15,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Oilseed,Instance,Gross Calorific Value_16,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Oilseed,Instance,Net Calorific Value_16,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Oilseed,Instance,Crop Yield_16,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Potato,Instance,Crop Yield_17,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Tomato,Instance,Gross Calorific Value_18,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Tomato,Instance,Net Calorific Value_18,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Tomato,Instance,Crop Yield_18,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Barley,Instance,Gross Calorific Value_19,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Barley,Instance,Net Calorific Value_19,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Barley,Instance,Crop Yield_19,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Linseed,Instance,Gross Calorific Value_20,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Linseed,Instance,Net Calorific Value_20,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Linseed,Instance,Crop Yield_20,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Oats,Instance,Gross Calorific Value_21,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Oats,Instance,Net Calorific Value_21,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Oats,Instance,Crop Yield_21,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Wheat,Instance,Gross Calorific Value_22,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Wheat,Instance,Net Calorific Value_22,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Wheat,Instance,Crop Yield_22,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Oilseed,Instance,Gross Calorific Value_23,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Oilseed,Instance,Net Calorific Value_23,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Oilseed,Instance,Crop Yield_23,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Rye,Instance,Gross Calorific Value_24,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Rye,Instance,Net Calorific Value_24,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Rye,Instance,Crop Yield_24,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Triticale,Instance,Gross Calorific Value_25,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Triticale,Instance,Net Calorific Value_25,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Triticale,Instance,Crop Yield_25,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Cabbage,Instance,Crop Yield_26,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Sunflower,Instance,Gross Calorific Value_27,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Sunflower,Instance,Net Calorific Value_27,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Sunflower,Instance,Crop Yield_27,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Field Beans,Instance,Gross Calorific Value_28,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Spring Field Beans,Instance,Net Calorific Value_28,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Spring Field Beans,Instance,Crop Yield_28,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Green Beans,Instance,Gross Calorific Value_29,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Green Beans,Instance,Net Calorific Value_29,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Green Beans,Instance,Crop Yield_29,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Spring Peas,Instance,Crop Yield_30,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Field Beans,Instance,Gross Calorific Value_31,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Winter Field Beans,Instance,Net Calorific Value_31,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Winter Field Beans,Instance,Crop Yield_31,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Winter Peas,Instance,Crop Yield_32,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Miscanthus,Instance,Gross Calorific Value_33,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasGrossCalorificValue,,
Miscanthus,Instance,Net Calorific Value_33,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasNetCalorificValue,,
Miscanthus,Instance,Crop Yield_33,http://www.theworldavatar.com/ontology/ontocropenergy/OntoCropEnergy.owl#hasCropYield,,
Gross Calorific Value_1,Instance,Weblink_1,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_1_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_1_1,,16.94,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_1_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_1,Instance,Gross Calorific Value_1_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_1,,"barley (#435), based on ""as received"" value",string
