primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_$_MWh,annual_emission_ton,,carbon_price_ton,capacity_factor,biomass_cofiring,,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
lignite,subcritical,27,100,91.83,101.7,603782.25,,10,0.75,15,,75.5,12.244,87.744,,78.0555,513214.9125,74.745,10.4074,85.1524
lignite,subcritical,27,200,183.6,77.29,1207170,,10,0.75,15,,57.37,12.24,69.61,,156.06,1026094.5,56.7963,10.404,67.2003
lignite,subcritical,27,300,275.3,67.64,1810097.5,,10,0.75,15,,50.21,12.23555556,62.44555556,,234.005,1538582.875,49.7079,10.40022222,60.10812222
lignite,subcritical,27,400,367.1,62.18,2413682.5,,10,0.75,15,,46.16,12.23666667,58.39666667,,312.035,2051630.125,45.6984,10.40116667,56.09956667
lignite,subcritical,27,500,458.8,58.55,3016610,,10,0.75,15,,43.46,12.23466667,55.69466667,,389.98,2564118.5,43.0254,10.39946667,53.42486667
lignite,subcritical,27,600,550.6,55.91,3620195,,10,0.75,15,,41.5,12.23555556,53.73555556,,468.01,3077165.75,41.085,10.40022222,51.48522222
lignite,subcritical,27,700,642.3,53.87,4223122.5,,10,0.75,15,,39.99,12.23428571,52.22428571,,545.955,3589654.125,39.5901,10.39914286,49.98924286
lignite,subcritical,27,800,734,52.23,4826050,,10,0.75,15,,38.77,12.23333333,51.00333333,,623.9,4102142.5,38.3823,10.39833333,48.78063333
lignite,subcritical,27,900,825.8,50.87,5429635,,10,0.75,15,,37.76,12.23407407,49.99407407,,701.93,4615189.75,37.3824,10.39896296,47.78136296
lignite,subcritical,27,1000,917.5,49.71,6032562.5,,10,0.75,15,,36.9,12.23333333,49.13333333,,779.875,5127678.125,36.531,10.39833333,46.92933333
lignite,subcritical,27,1100,1009,48.71,6634175,,10,0.75,15,,36.16,12.23030303,48.39030303,,857.65,5639048.75,35.7984,10.39575758,46.19415758
lignite,subcritical,27,1200,1101,47.82,7239075,,10,0.75,15,,35.5,12.23333333,47.73333333,,935.85,6153213.75,35.145,10.39833333,45.54333333
lignite,subcritical,27,1300,1193,47.02,7843975,,10,0.75,15,,34.9,12.23589744,47.13589744,,1014.05,6667378.75,34.551,10.40051282,44.95151282
lignite,subcritical,27,1400,1285,46.37,8448875,,10,0.75,15,,34.42,12.23809524,46.65809524,,1092.25,7181543.75,34.0758,10.40238095,44.47818095
lignite,subcritical,27,1500,1376,45.87,9047200,,10,0.75,15,,34.05,12.23111111,46.28111111,,1169.6,7690120,33.7095,10.39644444,44.10594444
lignite,subcritical,27,1600,1468,45.43,9652100,,10,0.75,15,,33.72,12.23333333,45.95333333,,1247.8,8204285,33.3828,10.39833333,43.78113333
lignite,subcritical,27,1700,1560,45.04,10257000,,10,0.75,15,,33.43,12.23529412,45.66529412,,1326,8718450,33.0957,10.4,43.4957
lignite,subcritical,27,1800,1651,44.69,10855325,,10,0.75,15,,33.17,12.22962963,45.39962963,,1403.35,9227026.25,32.8383,10.39518519,43.23348519
lignite,subcritical,27,1900,1743,44.37,11460225,,10,0.75,15,,32.94,12.23157895,45.17157895,,1481.55,9741191.25,32.6106,10.39684211,43.00744211
lignite,subcritical,27,2000,1835,44.08,12065125,,10,0.75,15,,32.72,12.23333333,44.95333333,,1559.75,10255356.25,32.3928,10.39833333,42.79113333
lignite,subcritical,27,2100,1927,43.82,12670025,,10,0.75,15,,32.53,12.23492063,44.76492063,,1637.95,10769521.25,32.2047,10.39968254,42.60438254
lignite,subcritical,27,2200,2018,43.57,13268350,,10,0.75,15,,32.34,12.23030303,44.57030303,,1715.3,11278097.5,32.0166,10.39575758,42.41235758
lignite,subcritical,27,2300,2110,43.35,13873250,,10,0.75,15,,32.18,12.23188406,44.41188406,,1793.5,11792262.5,31.8582,10.39710145,42.25530145
lignite,subcritical,27,2400,2202,43.14,14478150,,10,0.75,15,,32.02,12.23333333,44.25333333,,1871.7,12306427.5,31.6998,10.39833333,42.09813333
lignite,subcritical,27,2500,2294,42.95,15083050,,10,0.75,15,,31.88,12.23466667,44.11466667,,1949.9,12820592.5,31.5612,10.39946667,41.96066667
lignite,subcritical,30,100,91.83,100.5,603782.25,,10,0.75,15,,74.6,12.244,86.844,,78.0555,513214.9125,73.854,10.4074,84.2614
lignite,subcritical,30,200,183.6,76.25,1207170,,10,0.75,15,,56.6,12.24,68.84,,156.06,1026094.5,56.034,10.404,66.438
lignite,subcritical,30,300,275.3,66.7,1810097.5,,10,0.75,15,,49.51,12.23555556,61.74555556,,234.005,1538582.875,49.0149,10.40022222,59.41512222
lignite,subcritical,30,400,367.1,61.3,2413682.5,,10,0.75,15,,45.5,12.23666667,57.73666667,,312.035,2051630.125,45.045,10.40116667,55.44616667
lignite,subcritical,30,500,458.8,57.72,3016610,,10,0.75,15,,42.85,12.23466667,55.08466667,,389.98,2564118.5,42.4215,10.39946667,52.82096667
lignite,subcritical,30,600,550.6,55.12,3620195,,10,0.75,15,,40.92,12.23555556,53.15555556,,468.01,3077165.75,40.5108,10.40022222,50.91102222
lignite,subcritical,30,700,642.3,53.11,4223122.5,,10,0.75,15,,39.43,12.23428571,51.66428571,,545.955,3589654.125,39.0357,10.39914286,49.43484286
lignite,subcritical,30,800,734,51.49,4826050,,10,0.75,15,,38.22,12.23333333,50.45333333,,623.9,4102142.5,37.8378,10.39833333,48.23613333
lignite,subcritical,30,900,825.8,50.15,5429635,,10,0.75,15,,37.23,12.23407407,49.46407407,,701.93,4615189.75,36.8577,10.39896296,47.25666296
lignite,subcritical,30,1000,917.5,49,6032562.5,,10,0.75,15,,36.37,12.23333333,48.60333333,,779.875,5127678.125,36.0063,10.39833333,46.40463333
lignite,subcritical,30,1100,1009,48.01,6634175,,10,0.75,15,,35.64,12.23030303,47.87030303,,857.65,5639048.75,35.2836,10.39575758,45.67935758
lignite,subcritical,30,1200,1101,47.13,7239075,,10,0.75,15,,34.99,12.23333333,47.22333333,,935.85,6153213.75,34.6401,10.39833333,45.03843333
lignite,subcritical,30,1300,1193,46.35,7843975,,10,0.75,15,,34.41,12.23589744,46.64589744,,1014.05,6667378.75,34.0659,10.40051282,44.46641282
lignite,subcritical,30,1400,1285,45.71,8448875,,10,0.75,15,,33.93,12.23809524,46.16809524,,1092.25,7181543.75,33.5907,10.40238095,43.99308095
lignite,subcritical,30,1500,1376,45.22,9047200,,10,0.75,15,,33.57,12.23111111,45.80111111,,1169.6,7690120,33.2343,10.39644444,43.63074444
lignite,subcritical,30,1600,1468,44.78,9652100,,10,0.75,15,,33.24,12.23333333,45.47333333,,1247.8,8204285,32.9076,10.39833333,43.30593333
lignite,subcritical,30,1700,1560,44.4,10257000,,10,0.75,15,,32.96,12.23529412,45.19529412,,1326,8718450,32.6304,10.4,43.0304
lignite,subcritical,30,1800,1651,44.05,10855325,,10,0.75,15,,32.7,12.22962963,44.92962963,,1403.35,9227026.25,32.373,10.39518519,42.76818519
lignite,subcritical,30,1900,1743,43.74,11460225,,10,0.75,15,,32.47,12.23157895,44.70157895,,1481.55,9741191.25,32.1453,10.39684211,42.54214211
lignite,subcritical,30,2000,1835,43.45,12065125,,10,0.75,15,,32.25,12.23333333,44.48333333,,1559.75,10255356.25,31.9275,10.39833333,42.32583333
lignite,subcritical,30,2100,1927,43.19,12670025,,10,0.75,15,,32.06,12.23492063,44.29492063,,1637.95,10769521.25,31.7394,10.39968254,42.13908254
lignite,subcritical,30,2200,2018,42.95,13268350,,10,0.75,15,,31.88,12.23030303,44.11030303,,1715.3,11278097.5,31.5612,10.39575758,41.95695758
lignite,subcritical,30,2300,2110,42.73,13873250,,10,0.75,15,,31.72,12.23188406,43.95188406,,1793.5,11792262.5,31.4028,10.39710145,41.79990145
lignite,subcritical,30,2400,2202,42.53,14478150,,10,0.75,15,,31.57,12.23333333,43.80333333,,1871.7,12306427.5,31.2543,10.39833333,41.65263333
lignite,subcritical,30,2500,2294,42.34,15083050,,10,0.75,15,,31.43,12.23466667,43.66466667,,1949.9,12820592.5,31.1157,10.39946667,41.51516667
lignite,subcritical,33,100,91.83,99.27,603782.25,,10,0.75,15,,73.69,12.244,85.934,,78.0555,513214.9125,72.9531,10.4074,83.3605
lignite,subcritical,33,200,183.6,75.21,1207170,,10,0.75,15,,55.83,12.24,68.07,,156.06,1026094.5,55.2717,10.404,65.6757
lignite,subcritical,33,300,275.3,65.76,1810097.5,,10,0.75,15,,48.82,12.23555556,61.05555556,,234.005,1538582.875,48.3318,10.40022222,58.73202222
lignite,subcritical,33,400,367.1,60.43,2413682.5,,10,0.75,15,,44.86,12.23666667,57.09666667,,312.035,2051630.125,44.4114,10.40116667,54.81256667
lignite,subcritical,33,500,458.8,56.89,3016610,,10,0.75,15,,42.23,12.23466667,54.46466667,,389.98,2564118.5,41.8077,10.39946667,52.20716667
lignite,subcritical,33,600,550.6,54.32,3620195,,10,0.75,15,,40.32,12.23555556,52.55555556,,468.01,3077165.75,39.9168,10.40022222,50.31702222
lignite,subcritical,33,700,642.3,52.34,4223122.5,,10,0.75,15,,38.85,12.23428571,51.08428571,,545.955,3589654.125,38.4615,10.39914286,48.86064286
lignite,subcritical,33,800,734,50.74,4826050,,10,0.75,15,,37.67,12.23333333,49.90333333,,623.9,4102142.5,37.2933,10.39833333,47.69163333
lignite,subcritical,33,900,825.8,49.42,5429635,,10,0.75,15,,36.69,12.23407407,48.92407407,,701.93,4615189.75,36.3231,10.39896296,46.72206296
lignite,subcritical,33,1000,917.5,48.29,6032562.5,,10,0.75,15,,35.85,12.23333333,48.08333333,,779.875,5127678.125,35.4915,10.39833333,45.88983333
lignite,subcritical,33,1100,1009,47.32,6634175,,10,0.75,15,,35.13,12.23030303,47.36030303,,857.65,5639048.75,34.7787,10.39575758,45.17445758
lignite,subcritical,33,1200,1101,46.45,7239075,,10,0.75,15,,34.48,12.23333333,46.71333333,,935.85,6153213.75,34.1352,10.39833333,44.53353333
lignite,subcritical,33,1300,1193,45.68,7843975,,10,0.75,15,,33.91,12.23589744,46.14589744,,1014.05,6667378.75,33.5709,10.40051282,43.97141282
lignite,subcritical,33,1400,1285,45.05,8448875,,10,0.75,15,,33.44,12.23809524,45.67809524,,1092.25,7181543.75,33.1056,10.40238095,43.50798095
lignite,subcritical,33,1500,1376,44.56,9047200,,10,0.75,15,,33.08,12.23111111,45.31111111,,1169.6,7690120,32.7492,10.39644444,43.14564444
lignite,subcritical,33,1600,1468,44.14,9652100,,10,0.75,15,,32.77,12.23333333,45.00333333,,1247.8,8204285,32.4423,10.39833333,42.84063333
lignite,subcritical,33,1700,1560,43.76,10257000,,10,0.75,15,,32.48,12.23529412,44.71529412,,1326,8718450,32.1552,10.4,42.5552
lignite,subcritical,33,1800,1651,43.41,10855325,,10,0.75,15,,32.22,12.22962963,44.44962963,,1403.35,9227026.25,31.8978,10.39518519,42.29298519
lignite,subcritical,33,1900,1743,43.11,11460225,,10,0.75,15,,32,12.23157895,44.23157895,,1481.55,9741191.25,31.68,10.39684211,42.07684211
lignite,subcritical,33,2000,1835,42.83,12065125,,10,0.75,15,,31.79,12.23333333,44.02333333,,1559.75,10255356.25,31.4721,10.39833333,41.87043333
lignite,subcritical,33,2100,1927,42.57,12670025,,10,0.75,15,,31.6,12.23492063,43.83492063,,1637.95,10769521.25,31.284,10.39968254,41.68368254
lignite,subcritical,33,2200,2018,42.33,13268350,,10,0.75,15,,31.42,12.23030303,43.65030303,,1715.3,11278097.5,31.1058,10.39575758,41.50155758
lignite,subcritical,33,2300,2110,42.11,13873250,,10,0.75,15,,31.26,12.23188406,43.49188406,,1793.5,11792262.5,30.9474,10.39710145,41.34450145
lignite,subcritical,33,2400,2202,41.91,14478150,,10,0.75,15,,31.11,12.23333333,43.34333333,,1871.7,12306427.5,30.7989,10.39833333,41.19723333
lignite,subcritical,33,2500,2294,41.72,15083050,,10,0.75,15,,30.97,12.23466667,43.20466667,,1949.9,12820592.5,30.6603,10.39946667,41.05976667
lignite,subcritical,37,100,91.83,97.61,603782.25,,10,0.75,15,,72.46,12.244,84.704,,78.0555,513214.9125,71.7354,10.4074,82.1428
lignite,subcritical,37,200,183.6,73.82,1207170,,10,0.75,15,,54.8,12.24,67.04,,156.06,1026094.5,54.252,10.404,64.656
lignite,subcritical,37,300,275.3,64.51,1810097.5,,10,0.75,15,,47.89,12.23555556,60.12555556,,234.005,1538582.875,47.4111,10.40022222,57.81132222
lignite,subcritical,37,400,367.1,59.26,2413682.5,,10,0.75,15,,43.99,12.23666667,56.22666667,,312.035,2051630.125,43.5501,10.40116667,53.95126667
lignite,subcritical,37,500,458.8,55.78,3016610,,10,0.75,15,,41.41,12.23466667,53.64466667,,389.98,2564118.5,40.9959,10.39946667,51.39536667
lignite,subcritical,37,600,550.6,53.26,3620195,,10,0.75,15,,39.54,12.23555556,51.77555556,,468.01,3077165.75,39.1446,10.40022222,49.54482222
lignite,subcritical,37,700,642.3,51.31,4223122.5,,10,0.75,15,,38.09,12.23428571,50.32428571,,545.955,3589654.125,37.7091,10.39914286,48.10824286
lignite,subcritical,37,800,734,49.75,4826050,,10,0.75,15,,36.93,12.23333333,49.16333333,,623.9,4102142.5,36.5607,10.39833333,46.95903333
lignite,subcritical,37,900,825.8,48.45,5429635,,10,0.75,15,,35.97,12.23407407,48.20407407,,701.93,4615189.75,35.6103,10.39896296,46.00926296
lignite,subcritical,37,1000,917.5,47.35,6032562.5,,10,0.75,15,,35.15,12.23333333,47.38333333,,779.875,5127678.125,34.7985,10.39833333,45.19683333
lignite,subcritical,37,1100,1009,46.39,6634175,,10,0.75,15,,34.44,12.23030303,46.67030303,,857.65,5639048.75,34.0956,10.39575758,44.49135758
lignite,subcritical,37,1200,1101,45.54,7239075,,10,0.75,15,,33.81,12.23333333,46.04333333,,935.85,6153213.75,33.4719,10.39833333,43.87023333
lignite,subcritical,37,1300,1193,44.78,7843975,,10,0.75,15,,33.24,12.23589744,45.47589744,,1014.05,6667378.75,32.9076,10.40051282,43.30811282
lignite,subcritical,37,1400,1285,44.16,8448875,,10,0.75,15,,32.78,12.23809524,45.01809524,,1092.25,7181543.75,32.4522,10.40238095,42.85458095
lignite,subcritical,37,1500,1376,43.69,9047200,,10,0.75,15,,32.43,12.23111111,44.66111111,,1169.6,7690120,32.1057,10.39644444,42.50214444
lignite,subcritical,37,1600,1468,43.27,9652100,,10,0.75,15,,32.12,12.23333333,44.35333333,,1247.8,8204285,31.7988,10.39833333,42.19713333
lignite,subcritical,37,1700,1560,42.9,10257000,,10,0.75,15,,31.85,12.23529412,44.08529412,,1326,8718450,31.5315,10.4,41.9315
lignite,subcritical,37,1800,1651,42.57,10855325,,10,0.75,15,,31.6,12.22962963,43.82962963,,1403.35,9227026.25,31.284,10.39518519,41.67918519
lignite,subcritical,37,1900,1743,42.26,11460225,,10,0.75,15,,31.37,12.23157895,43.60157895,,1481.55,9741191.25,31.0563,10.39684211,41.45314211
lignite,subcritical,37,2000,1835,41.99,12065125,,10,0.75,15,,31.17,12.23333333,43.40333333,,1559.75,10255356.25,30.8583,10.39833333,41.25663333
lignite,subcritical,37,2100,1927,41.74,12670025,,10,0.75,15,,30.98,12.23492063,43.21492063,,1637.95,10769521.25,30.6702,10.39968254,41.06988254
lignite,subcritical,37,2200,2018,41.5,13268350,,10,0.75,15,,30.81,12.23030303,43.04030303,,1715.3,11278097.5,30.5019,10.39575758,40.89765758
lignite,subcritical,37,2300,2110,41.29,13873250,,10,0.75,15,,30.65,12.23188406,42.88188406,,1793.5,11792262.5,30.3435,10.39710145,40.74060145
lignite,subcritical,37,2400,2202,41.09,14478150,,10,0.75,15,,30.5,12.23333333,42.73333333,,1871.7,12306427.5,30.195,10.39833333,40.59333333
lignite,subcritical,37,2500,2294,40.9,15083050,,10,0.75,15,,30.36,12.23466667,42.59466667,,1949.9,12820592.5,30.0564,10.39946667,40.45586667
lignite,subcritical,40,100,91.83,96.37,603782.25,,10,0.75,15,,71.54,12.244,83.784,,78.0555,513214.9125,70.8246,10.4074,81.232
lignite,subcritical,40,200,183.6,72.79,1207170,,10,0.75,15,,54.03,12.24,66.27,,156.06,1026094.5,53.4897,10.404,63.8937
