primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,biomass_cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
anthracite,supercritical,23,400,242.2,63.26,1592465,10,0.75,15,46.3,8.073333333,54.37333333,205.87,1353595.25,45.837,6.862333333,52.69933333
anthracite,supercritical,23,500,302.7,60.18,1990252.5,10,0.75,15,44.05,8.072,52.122,257.295,1691714.625,43.6095,6.8612,50.4707
anthracite,supercritical,23,600,363.2,57.94,2388040,10,0.75,15,42.41,8.071111111,50.48111111,308.72,2029834,41.9859,6.860444444,48.84634444
anthracite,supercritical,23,700,423.7,56.22,2785827.5,10,0.75,15,41.15,8.07047619,49.22047619,360.145,2367953.375,40.7385,6.859904762,47.59840476
anthracite,supercritical,23,800,484.3,54.84,3184272.5,10,0.75,15,40.14,8.071666667,48.21166667,411.655,2706631.625,39.7386,6.860916667,46.59951667
anthracite,supercritical,23,900,544.8,53.69,3582060,10,0.75,15,39.3,8.071111111,47.37111111,463.08,3044751,38.907,6.860444444,45.76744444
anthracite,supercritical,23,1000,605.3,52.71,3979847.5,10,0.75,15,38.58,8.070666667,46.65066667,514.505,3382870.375,38.1942,6.860066667,45.05426667
anthracite,supercritical,23,1100,665.8,51.87,4377635,10,0.75,15,37.96,8.07030303,46.03030303,565.93,3720989.75,37.5804,6.859757576,44.44015758
anthracite,supercritical,23,1200,726.4,51.12,4776080,10,0.75,15,37.41,8.071111111,45.48111111,617.44,4059668,37.0359,6.860444444,43.89634444
anthracite,supercritical,23,1300,786.9,50.46,5173867.5,10,0.75,15,36.93,8.070769231,45.00076923,668.865,4397787.375,36.5607,6.860153846,43.42085385
anthracite,supercritical,23,1400,847.4,49.86,5571655,10,0.75,15,36.49,8.07047619,44.56047619,720.29,4735906.75,36.1251,6.859904762,42.98500476
anthracite,supercritical,23,1500,907.9,49.32,5969442.5,10,0.75,15,36.1,8.070222222,44.17022222,771.715,5074026.125,35.739,6.859688889,42.59868889
anthracite,supercritical,23,1600,968.5,48.94,6367887.5,10,0.75,15,35.82,8.070833333,43.89083333,823.225,5412704.375,35.4618,6.860208333,42.32200833
