,RLOIid,riverName,RLOIid_upstream,RLOIid_downstream
1736,7071,River Cherwell,9082,9119
1737,5223,River Hyndburn,,
1738,2091,Smestow Brook,,2032
1739,7203,River Pinn,7202,7183
1740,7283,Deans Brook,,
1741,2006,River Stour,9407,
1742,2229,Dimore Brook,,2221
1743,3406,River Dart,3216,3363
1744,5031,Sankey Brook,,5069
1745,7317,St James Stream,,
1746,3320,River Avon,3314,
1747,2112,River Anker,9063,
1748,5100,River Petteril,,5159
1749,8363,Hartburn Beck,,
1750,3219,River Erme,3208,
1751,6067,River Witham,6055,6057
1752,6223,South Forty Foot Drain,,6226
1753,3144,River Pol,,
1754,1046,Gurnard Luck,,
1755,6272,Quy Water,,
1756,5027,River Calder,,
1757,3121,River Lew,,
1758,3048,Wellow Brook,3002,
1759,5097,Valley Brook,,
1760,7145,River Hart,7146,
1761,6105,Harpers Brook,9396,
1762,7152,River Loddon,7151,7154
1763,2039,River Severn,2092,2081
1764,7333,River Lee,7332,7357
1765,7164,Jubilee River,,
1766,6254,River Great Ouse,6278,6290
1767,3254,River Exe,,3256
1768,2029,River Dene,9078,
1769,6163,River Great Ouse,6185,6387
1770,3166,River Hayle,,3165
1771,5033,Coal Burn,,
1772,6008,Sea Levels,,
1773,8159,River Swale,,8089
1774,7087,River Thame,,7089
1775,5023,River Tame,5145,5112
1776,3357,River Umber,,
1777,7180,River Ver,7178,7182
1778,7093,Southcourt Brook,,
1779,6094,River Bure,,6099
1780,2214,Gaddesby Brook,,
1781,8080,River Wharfe,8052,8202
1782,6017,River Lud,,
1783,8020,River Tweed,8263,
1784,3005,Nunney Brook,,
1785,7042,River Windrush,7040,7043
1786,8188,Brompton Beck,,
1787,7352,Pincey Brook,,
1788,3237,River Otter,3239,
1789,2141,River Ryton,2121,
1790,4025,River Wye,4017,4029
1791,6251,River Lark,,6255
1792,3090,Doniford Stream,3087,
1793,8212,Killhope Burn,,
1794,7161,River Wye,7158,
1795,8135,River Don,9375,8349
1796,7236,Merrow Common Stream,,
1797,6277,River Nar,6288,
1798,7035,River Thames,7034,7036
1799,1051,Monks Brook,,1058
1800,3190,Withy Brook,,
1801,1027,Salt Haven,,
1802,6168,River Great Ouse,6167,6291
1803,2001,River Severn,2069,2092
1804,6020,River Welland,6030,6028
1805,6195,River Granta,6194,
1806,7252,Gatwick Stream,7251,7253
1807,8245,River Went,,8210
1808,3329,River Nadder,3330,
1809,5166,Ullswater,,
1810,6129,River Crouch,,6127
1811,5056,River Ribble,5109,5091
1812,8342,River Holme,,8165
1813,2153,River Churnet,9074,
1814,1063,River Medway,1064,1029
1815,8129,River Tees,8315,8223
1816,8130,River Derwent,8131,9356
1817,7235,Cranleigh Waters,7233,
1818,1145,Great Stour,1133,1135
1819,7304,River Wandle,7305,7309
1820,2026,River Rea,,
1821,6167,River Great Ouse,6166,6168
1822,6093,River Burn,,
1823,3171,River Allen,,
1824,7197,Frays River,,7205
1825,6034,River Chater,,
1826,6274,River Great Ouse,6159,6185
1827,8321,Cragg Brook,,
1828,8350,River Aire,8017,8294
1829,6051,River Witham,6219,6055
1830,6142,River Blackwater,,6143
1831,8300,River Hipper,,8047
1832,2201,Wymans Brook,,2200
1833,5059,River Eden,5157,5005
1834,6173,River Great Ouse,6172,6174
1835,8085,Ouse Burn,8222,8058
1836,2136,River Soar,2187,2158
1837,7132,River Thames,7111,7133
1838,7369,Salmon Brook,7368,
1839,3271,River Hooke,,
1840,8201,River Wear,8219,8288
1841,3284,Mangerton Brook,,
1842,1073,River Bourne,,
1843,3402,River Valency,3401,3138
1844,5030,River Wyre,9132,5132
1845,8203,River Team,8359,
1846,3197,River Plym,,
1847,8141,Trout Beck,,
1848,2101,River Dove,9070,2133
1849,3106,River Taw,3113,
1850,5153,River Bollin,5114,5016
1851,8043,River Swale,8169,8371
1852,5086,River Ribble,,5109
1853,3030,Dauntsey Brook,,
1854,2194,River Isbourne,2193,2024
1855,8249,River Loxley,,9038
1856,5129,River Cocker,5123,5128
1857,6209,River Waveney,6204,6207
1858,8279,Pocklington Beck,,
1859,6006,River Welland,6018,
1860,3398,Witcombe Bottom Main Drain,,
1861,7271,Yeading Brook,7270,7274
1862,9416,Daniels Brook,2183,
1863,9112,Meece Brook,,
1864,6230,Maud Foster/Stonebridge Drain,,
1865,9124,River Medway,1074,1069
1866,9025,River Avon,2049,2056
1867,9226,Sea Levels,,
1868,3420,River Lim,,
1869,9339,River Bray,,3112
1870,9078,River Dene,,2029
1871,9341,West Okement River,3105,
1872,5206,River Eamont,,5168
1873,9186,Lukely Brook,,9204
1874,9191,River Lavant,,9223
1875,9097,Canley Brook,9110,
1876,9448,orphaned-River Darwen,,
1877,9154,River Thames,7388,7394
1878,9194,River Itchen,1054,1052
1879,9169,River Anton,,9198
1880,9096,River Sherbourne,9085,9109
1881,9199,River Anton,9198,
1882,9272,Groundwater Levels,,
1883,9109,River Sherbourne,9096,
1884,9195,Fishlake Stream,,
1885,9110,Canley Brook,,9097
1886,9060,River Tame,2131,
1887,9184,Eastern Yar,,9168
1888,9232,River Dun,,
1889,9057,Clay Coton Brook,,
1890,9262,Lymington,1060,1024
1891,9215,Eastern Yar,9185,1018
1892,7407,River Misbourne,7194,
1893,9119,River Cherwell,7071,
1894,9190,River Test,9188,9218
1895,9325,River Ingrebourne,7384,
1896,9063,River Anker,9064,2112
1897,9061,River Tame,2140,2098
1898,9212,River Blackwater,,
1899,9222,Pillhill Brook,,
1900,9008,River Lowman,,
1901,9312,River Aire,8042,8077
1902,1053,River Alre,,9193
1903,9300,River Darent,,9301
1904,1168,River Arun,1165,1014
1905,9253,Winterbourne Stream,,
1906,9067,River Penk,,2123
1907,7409,River Wey,7401,7242
1908,9108,Saredon Brook,,
1909,9080,River Sence,,
1910,9172,Wallop Brook,,
1911,9106,River Mease,,
1912,9220,River Itchen,1048,1049
1913,9085,River Sherbourne,,9096
1914,9238,Beaulieu River,9239,
1915,9072,River Avon,2043,2044
1916,9196,Western Yar,,
1917,9198,River Anton,9169,9199
1918,9221,Bartley Water,9170,9264
1919,9170,Bartley Water,,9221
1920,9185,Eastern Yar,9168,9215
1921,5204,Thacka Beck,5212,5208
1922,9201,Beaulieu River,,9239
1923,9213,River Test,9219,9236
1924,9236,River Test,9213,9207
1925,9246,River Ouse,1107,1100
1926,1010,River Rother,1013,
1927,9173,River Dever,,
1928,5221,Wiza Beck,5216,
1929,6241,River Ancholme,6239,6016
1930,9301,River Darent,9300,9136
1931,9168,Eastern Yar,9184,9185
1932,9249,River Ouse,9250,1109
1933,9235,Barge Canal,,
1934,9127,River Lune,5029,5080
1935,9342,River Haddeo,9353,9352
1936,9082,River Cherwell,7066,7071
1937,9105,Endon Brook,,
1938,9250,River Ouse,1100,9249
1939,9408,Cove Brook,,7400
1940,9216,River Swift,,
1941,9095,River Sowe,9094,
1942,9064,River Anker,,9063
1943,9239,Beaulieu River,9201,9238
1944,9373,River Steeping,,
1945,9094,River Sowe,,9095
1946,9051,Sea Levels,,
1947,9255,Bosham Stream,,
1948,3421,Gwyle,,
1949,3419,Brinkworth Brook,9122,
1950,9007,River Allen,,3299
1951,3409,Winford Brook,,
1952,6073,River Witham,6058,6042
1953,9137,River Darent,1040,1038
1954,9040,River Sheaf,8099,
1955,9017,River Aire,8346,8120
1956,9038,River Loxley,8249,
1957,9388,River Derwent,9358,
1958,9326,River Don,8247,8323
1959,9045,River Rother,8114,9382
1960,9055,River Rea,9066,2115
1961,9356,River Derwent,8130,8039
1962,9056,Finham Brook,,
1963,9375,River Don,8175,8135
1964,9136,River Darent,9301,1040
1965,9204,Lukely Brook,9186,
1966,9006,River Tyne,8357,8354
1967,8376,River Derwent,,8272
1968,9311,River Aire,9309,8320
1969,9309,River Aire,9310,9311
1970,9042,River Aire,8122,8017
1971,9039,Bridgehouse Beck,,
1972,9396,Harpers Brook,,6105
1973,9263,Bartley Water,9264,
1974,9264,Bartley Water,9221,9263
1975,9289,River Lee,7330,7332
1976,6294,Washpit Brook,,
1977,9286,Groundwater Levels,,
1978,9161,Groundwater Levels,,
1979,9162,Groundwater Levels,,
1980,6004,Sea Levels,,
1981,9166,Groundwater Levels,,
1982,9269,Groundwater Levels,,
1983,6295,Oakington Brook,,
1984,6200,River Wid,6201,
1985,9266,Groundwater Levels,,
1986,9157,Groundwater Levels,,
1987,9183,Groundwater Levels,,
1988,9049,Groundwater Levels,,
1989,9163,Groundwater Levels,,
1990,9271,Groundwater Levels,,
1991,8335,River Hull,9367,8103
1992,9164,Groundwater Levels,,
1993,9346,River Laver,,8171
1994,9150,Groundwater Levels,,
1995,9158,Groundwater Levels,,
1996,9139,Groundwater Levels,,
1997,8374,Ormesby Beck,,
1998,9134,Groundwater Levels,,
1999,9133,Groundwater Levels,,
2000,3287,River Wey,3377,3291
2001,6299,Ruskington Beck,,
2002,9156,Groundwater Levels,,
2003,9293,Groundwater Levels,,
2004,9130,Great Stour,1134,9083
2005,9306,Groundwater Levels,,
2006,9270,Groundwater Levels,,
2007,9135,Groundwater Levels,,
2008,9299,Groundwater Levels,,
2009,9281,Groundwater Levels,,
2010,9021,Groundwater Levels,,
2011,9155,Groundwater Levels,,
2012,9159,Groundwater Levels,,
2013,8382,Holderness Drain,9389,
2014,9146,West Beck,,
2015,9367,River Hull,9366,8335
2016,9385,River Hull,8281,9366
2017,9383,Monk Dyke,,
2018,8383,Holderness Drain,,9389
2019,9389,Holderness Drain,8383,8382
2020,6296,River Alde,6298,
2021,5233,Stock Beck,5215,
2022,9165,Groundwater Levels,,
2023,9160,Groundwater Levels,,
2024,9029,River Dene,,
2025,9009,River Lemon,3354,
2026,9013,Sea Levels,,
2027,8381,River Hull,8385,8281
2028,8378,Sea Levels,,
2029,8375,Bowmont Water,,
2030,8379,Sea Levels,,
2031,8380,Sea Levels,,
2032,8384,Sea Levels,,
2033,8385,River Hull,9364,8381
2034,8373,Fleet Drain,,8338
2035,6009,River Great Ouse,9380,
2036,7408,Meadlake Ditch,,
2037,9120,Hinksey Stream,,7076
2038,9118,The Cut,7167,7398
2039,6298,River Alde,6085,6296
2040,6297,River Deben,6087,
2041,9005,Pickering Beck,8126,8161
2042,6018,River Welland,6029,6006
2043,9020,River Lambourn,7123,9292
2044,9010,River Exe,3251,3094
2045,9393,Town Beck,,9242
2046,9015,River Mardle,,
2047,9014,Spratford Stream,,
2048,9012,Kingsbridge Estuary,,9011
2049,9011,Kingsbridge Estuary,9012,
2050,1054,River Itchen,,9194
2051,9016,River Lin,,
2052,9140,East Stour,1129,
2053,9254,Aldingbourne Rife,,
2054,9260,Ferring Rife,,
2055,9251,Barnham Rife,,
2056,9256,River Lox,,9259
2057,9244,River Lavant,1163,
2058,9223,River Lavant,9191,
2059,9202,Hermitage Stream,,
2060,9192,River Wallington,,1044
2061,9210,Danes Stream,,9208
2062,9197,River Hamble,9211,9203
2063,9208,Danes Stream,9210,
2064,9211,River Hamble,,9197
2065,9175,River Alver,,
2066,9231,Bourne Rivulet,,9205
2067,9219,River Test,9218,9213
2068,9174,Oxlease Drain,,
2069,9218,River Test,9190,9219
2070,9205,Bourne Rivulet,9231,
2071,9217,Monkton Mead,,9209
2072,9259,River Lox,9256,
2073,9019,River Dour,,
2074,9032,Batley Beck,,8348
2075,9348,Tang Hall Beck,8328,
2076,9387,River Foss,8235,
2077,9022,Pent Stream,,
2078,9024,River Twyver,,2181
2079,9028,Horsbere Brook,2179,2222
2080,9030,River Severn,2167,2063
2081,9026,Sud Brook,,2182
2082,9027,River Twyver,2219,
2083,9023,River Stour,2038,
2084,9065,River Cole,2129,
2085,9062,River Tame,9071,2135
2086,9087,Ford Brook,,
2087,9071,River Tame,,9062
2088,9111,Bourne Brook,,
2089,9101,Hilton Brook,,
2090,9070,River Dove,2119,2101
2091,9098,Ford Green Brook,,
2092,9099,Lyme Brook,,
2093,9104,Picknall Brook,,
2094,9059,River Dove,2150,2107
2095,9090,River Blithe,9089,9081
2096,9088,Foston Brook,,
2097,9089,River Blithe,,9090
2098,9076,River Sow,2122,2105
2099,9091,River Swarbourne,,
2100,9093,Sandyford Brook,,
2101,9107,Ridings Brook,,
2102,9077,River Trent,2116,2137
2103,9081,River Blithe,9090,
2104,9103,Marchington Brook,,
2105,9374,River Nene,6115,6116
2106,9288,Fowler Bridge Drain,,
2107,9031,River Calder,8048,8191
2108,9033,Holme Brook,,
2109,9036,Wheelan Dyke,,
2110,9034,River Rother,9335,8091
2111,9037,River Worth,8109,
2112,9046,Balne Beck,,9399
2113,9043,Whiston Brook,,
2114,9041,River Went,8210,8246
2115,9018,Marton West Beck,,9351
2116,9047,Amwell Loop,,
2117,9048,Bradford Beck,9390,
2118,9224,West Brook,,
2119,9240,Tanners Brook,,1149
2120,9347,River Ouse,8184,8208
2121,9357,Elvington Beck,,
2122,9241,Dragley Beck,,
2123,9050,River Evenlode,7050,7051
2124,9052,Sea Levels,,
2125,9331,Sea Cut,9330,8178
2126,9321,Bushy Beck,,
2127,9330,Sea Cut,,9331
2128,9179,River Meon,9182,9180
2129,9069,Henmore Brook,,2126
2130,9075,River Tean,2149,
2131,9073,River Churnet,2154,2127
2132,9074,River Churnet,2127,2153
2133,9068,River Trent,,2116
2134,9079,Egginton Brook,,
2135,9083,Great Stour,9130,
2136,9086,Fowlea Brook,,
2137,9092,Gilwiskaw Brook,,
2138,9084,Rising Brook,,
2139,9102,Rolleston Brook,,
2140,8161,Pickering Beck,9005,8330
2141,9114,River Yarrow,5111,5038
2142,9116,Sandy Brook,,
2143,9115,River Yarrow,5038,
2144,9100,River Swift,,
2145,9117,Wortley Beck,,
2146,9123,River Avon,,
2147,9122,Brinkworth Brook,,3419
2148,9121,River Biss,,
2149,9152,River Aire,9151,8079
2150,9151,River Aire,8061,9152
2151,1081,River Eden,,1071
2152,9126,River Tone,3364,9125
2153,9125,River Tone,9126,3073
2154,9129,Sea Levels,,
2155,9131,River Gowan,,
2156,9132,River Wyre,5055,5030
2157,9141,River Foulness,,8282
2158,9147,Back Delfin,,
2159,9145,Bielby Beck,,
2160,9144,Blackfoss Beck,,
2161,9143,River Kyle,,
2162,9142,Bedale Beck,,
2163,9148,Great Stour,1143,1134
2164,9233,Petersfield Stream,9234,
2165,9229,River Test,,9230
2166,9230,River Test,9229,1161
2167,9234,Petersfield Stream,,9233
2168,9228,Somborne Stream,,
2169,9149,River Camel,9303,3132
2170,9180,River Meon,9179,
2171,9182,River Meon,9178,9179
2172,9275,West Brook,,
2173,9276,Swalecliffe Brook,,
2174,9177,River Meon,,9181
2175,9181,River Meon,9177,9178
2176,9178,River Meon,9181,9182
2177,9242,Town Beck,9393,
2178,9153,Hol Beck,,
2179,9167,River Calder,8097,8048
2180,9227,Bickerly Mill Stream,,
2181,9171,Atherfield Brook,,
2182,9176,Brownwich Stream,,
2183,9189,River Test,9207,
2184,9200,River Hamble,9203,
2185,9187,Walkford Brook,,
2186,9206,Sea Levels,,
2187,9203,River Hamble,9197,9200
2188,9207,River Test,9236,9189
2189,9214,Sea Levels,,
2190,9209,Monkton Mead,9217,
2191,9188,River Test,1161,9190
2192,9243,River Arun,,1165
2193,9261,Doniford Stream,,3087
2194,9297,Colne Brook,,7208
2195,9268,Sutton Beck,,
2196,1025,Sea Levels,,
2197,9273,Sampford Brett Stream,,
2198,9274,Great Stour,1135,1143
2199,5205,Sea Levels,,
2200,9278,River Till,9277,8290
2201,9277,River Till,,9278
2202,1021,Sea Levels,,
2203,9279,Clackers Brook,,
2204,9291,Oldbury Naite Rhyne,,
2205,9290,Sea Levels,,
2206,9280,South Brook,,
2207,9284,Groundwater Levels,,
2208,9282,River Rom,,7382
2209,9303,River Camel,3134,9149
2210,9285,Whitley Beck,,
2211,9283,River South Tyne,8356,8095
2212,9287,Nettleham Beck,,
2213,9292,River Lambourn,9020,
2214,9294,Horsbere Brook,2222,2180
2215,9295,River Salwarpe,,2075
2216,9298,River Colne,7198,7200
2217,9296,River Colne,7184,7192
2218,9302,Groundwater Levels,,
2219,9304,Buck Beck,,
2220,9305,River Foss,,8235
2221,9307,Cannon Brook,,
2222,9310,River Aire,8079,9309
2223,9313,Kelbrook Beck,,
2224,9315,Eller Beck,,9316
2225,9316,Eller Beck,9315,8187
2226,9317,Eller Beck,8187,
2227,9314,Waller Hill Beck,,8094
2228,9318,River Calder,8205,8343
2229,9319,Hebble Brook,,
2230,9320,River Calder,8209,8134
2231,9322,Longwood Brook,,
2232,9323,Grimescar Dike,,
2233,9324,Allison Dyke,,
2234,1087,River Teise,1078,
2235,1091,River Eden,1071,1084
2236,9328,Bagley Dike,,
2237,9329,River Dearne,,8240
2238,9327,Carr Brook,,
2239,9332,River Dearne,9333,
2240,9333,River Dearne,8002,9332
2241,9335,River Rother,,9034
2242,9336,River Rother,8253,
2243,9337,Ulley Brook,,
2244,9338,River Drone,,8069
2245,9334,Baildon Dyke,,
2246,9340,Priorpot Beck,,
2247,9343,Mill Beck,,
2248,9344,Brough Beck,,8284
2249,9345,River Rother,9382,9044
2250,9350,Cock Beck,,
2251,9349,Selby Dam,,
2252,9354,River Haddeo,,9353
2253,9352,River Haddeo,9342,
2254,9353,River Haddeo,9354,9342
2255,9422,Withycombe Brook,,
2256,9351,Marton West Beck,9018,
2257,9355,River Derwent,,8214
2258,9358,River Derwent,8037,9388
2259,9359,Mill Beck,,
2260,9360,West Clough,,
2261,9362,Frodingham Beck,,
2262,9361,Barmston Drain,,
2263,9363,Scurf Dyke,,
2264,9364,River Hull,,8385
2265,9370,Little Avon River,,
2266,9366,River Hull,9385,9367
2267,9368,Thorngumbald Drain,,
2268,9369,Winestead Drain,,9376
2269,9372,Skirting Beck,,9371
2270,9371,Skirting Beck,9372,
2271,9376,Winestead Drain,9369,
2272,9377,Skeffling Drain,,
2273,9378,Mickley Dyke,,
2274,9365,Boundary Brook,,
2275,9382,River Rother,9045,9345
2276,9406,Costa Beck,,
2277,9113,Glenridding Beck,,
2278,9399,Balne Beck,9046,
2279,9379,Trout Beck,,
2280,9380,River Great Ouse,6290,6009
2281,9381,The Fleet,,
2282,9391,Low Moor Beck,,
2283,9384,Green Dyke,,
2284,9386,Browney Dyke,,
2285,9390,Bradford Beck,,9048
2286,9392,Wyke Beck,8251,8316
2287,9394,Groundwater Levels,,
2288,9395,River Kennet,7122,7131
2289,9410,River Crimple,,8023
2290,9411,Wydon Burn,,
2291,9405,Setting Dyke,,9404
2292,9404,Setting Dyke,9405,
2293,9447,orphaned-Stock Ghyll,,
2294,9418,River Rothay,,5162
2295,9409,Church Beck,,
2296,9445,orphaned-River Blakewater,,
2297,9397,Moors River,,9398
2298,9398,Moors River,9397,3301
2299,2204,Slad Brook,2203,9415
2300,9400,Oulton Beck,,8075
2301,9403,Oil Mill Beck,,
2302,9402,Knoll Beck,,
2303,9401,South Cave Beck,,
2304,9407,River Stour,2045,2006
2305,9442,orphaned-West Beck,,
2306,2095,New Cut,,
2307,9441,orphaned-Meers Brook,,
2308,9443,orphaned-Burn Valley Beck,,
2309,9412,The Moss,,
2310,9413,Black Brook,,
2311,9414,Western Drain,,
2312,9415,Slad Brook,2204,
2313,9417,Brampton Beck,,
2314,9419,River Greta,,5060
2315,9431,Dean Burn,,
2316,9450,orphaned-Yeolands Stream,,
2317,9439,orphaned-River Harbourne Tributary,,
2318,9452,orphaned-Marsh Water,,
2319,9440,orphaned-Halford Stream,,
2320,9425,Kingsbridge North Watercourse,,
2321,9437,orphaned-Cole Brook,,
2322,9420,River Bovey Tributary,,
2323,9438,orphaned-Knowle Stream,,
2324,9426,Mill Brook,,
2325,9432,Wool Brook,,
2326,9424,Ford Stream,,
2327,9433,Otterton Brook,,
2328,9427,River Exe,3260,3251
2329,9434,Ouse Dyke,,
2330,9421,Mill Brook,,
2331,9430,River Culm,3259,3247
2332,9423,Dulas Brook,,
2333,9429,River Stour,,2076
2334,9428,Illey Brook,,
2335,9066,River Rea,,9055
2336,9435,Wotton Brook,,
2337,9453,orphaned-Shutterton Brook,,
2338,9451,orphaned-Higher Brixham Watercourse,,
2339,9446,orphaned-Pearl Brook,,
2340,9436,River Colne,7200,7207
2341,9444,orphaned-The Porter River,,
2342,9449,Groundwater Levels,,
2343,9455,orphaned-River Clyst Tributary,,
2344,9454,orphaned-River Clyst Tributary,,
