Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By
hasDataPointX,Object Property,,,DataPoint,X1,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X2,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X3,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X4,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X5,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X6,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X7,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X8,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X9,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X10,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointX,Object Property,,,DataPoint,X11,some,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
refersTo,Object Property,,,X,DimensionalQuantity,exactly 1,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasSpeciesLink,Object Property,,,Component,SpeciesLink,exactly 1,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasAmount,Object Property,,,Component,Amount,exactly 1,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,Amount,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUniqueSpecies,Object Property,,,SpeciesLink,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl,max 1,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasFeature,Object Property,,,DerivedProperty,Feature,exactly 1,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasIndicator,Object Property,,,Feature,Indicator,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasObservable,Object Property,,,Feature,Observable,exactly 1,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasPropertyLink,Object Property,,,Indicator,PropertyLink,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataAttributeLink,Object Property,,,Indicator,DataAttributeLink,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataGroupLink,Object Property,,,DataGroup,DataGroupLink,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X1,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X2,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X3,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X4,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X5,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X6,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X7,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X8,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X9,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X10,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUncertainty,Object Property,,,X11,Uncertainty,only,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasMIME,Data Property,,,AdditionalDataItem,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasItemType,Data Property,,,AdditionalDataItem,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDescription,Data Property,,,AdditionalDataItem,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatPreferredKey,Data Property,,,BibliographyLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDOI,Data Property,,,BibliographyLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,DataGroup,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasLabel,Data Property,,,DataGroup,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointForm,Data Property,,,DataGroup,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasType,Data Property,,,PreferredKey,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasLabel,Data Property,,,DimensionalQuantity,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUnits,Data Property,,,DimensionalQuantity,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDescription,Data Property,,,DimensionalQuantity,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasSourceType,Data Property,,,DimensionalQuantity,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDerivedPropertyExists,Data Property,,,DimensionalQuantity,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatPreferredKey,Data Property,,,SpeciesLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasCAS,Data Property,,,SpeciesLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasInChI,Data Property,,,SpeciesLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasSMILES,Data Property,,,SpeciesLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUnits,Data Property,,,Amount,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasBound,Data Property,,,Uncertainty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatKind,Data Property,,,Uncertainty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasTransformation,Data Property,,,Uncertainty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasType,Data Property,,,Uncertainty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,DataPoint,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDescription,Data Property,,,DerivedProperty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,DerivedProperty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasLabel,Data Property,,,DerivedProperty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasName,Data Property,,,DerivedProperty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUnits,Data Property,,,DerivedProperty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,Feature,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasType,Data Property,,,Feature,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,Indicator,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasTransformation,Data Property,,,Indicator,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasVariableID,Data Property,,,Indicator,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,Observable,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasVariableID,Data Property,,,Observable,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasPropertyID,Data Property,,,PropertyLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataGroupID,Data Property,,,PropertyLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasID,Data Property,,,DataAttributeLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataGroupID,Data Property,,,DataGroupLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataPointID,Data Property,,,DataGroupLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasExpType,Data Property,,,ExpSpecs,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDataSource,Data Property,,,Provenance,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasPatent,Data Property,,,Provenance,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
createdAt,Data Property,,,Provenance,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
modifiedAt,Data Property,,,Modification,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasModificationDetails,Data Property,,,Modification,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatTarget,Data Property,,,IgnitionType,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatType,Data Property,,,IgnitionType,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatAmount,Data Property,,,IgnitionType,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasUnits,Data Property,,,IgnitionType,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatTarget,Data Property,,,TimeShift,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatType,Data Property,,,TimeShift,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasDatAmount,Data Property,,,TimeShift,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Kind,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Mode,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,DimensionalQuantity,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Uncertainty,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Amount,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,AdditionalDataItem,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,PreferredKey,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,BibliographyLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Copyright,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Component,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,SpeciesLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,PropertyLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,DataAttributeLink,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,Observable,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X1,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X2,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X3,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X4,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X5,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X6,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X7,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X8,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X9,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X10,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
hasValue,Data Property,,,X11,String,,,http://www.theworldavatar.com/ontology/ontochemexp/OntoChemExp.owl
