13STo   13STm   20VEo   20VEm   61WBo   61WBm   64KSo   64KSm   21BIo   21BIm   24FLo   24FLm   54BLo   54BLm   72FIo   72FIm   27TAo   27TAm   51BFo   51BFm   52NGo   52NGm   74BTo   74BTm   73FWo   73FWm
  11.900   16.494   35.600   40.458   16.300   19.744   22.900   58.096   11.200   22.549    9.400   13.815    7.500    5.464   14.500   33.043   10.400    3.757    6.700    1.255   16.900   13.839   17.600   12.787   11.800   18.446
  14.100   15.352   35.600   39.202   16.200   16.603   22.600   47.786   17.300   23.990   10.400   12.466   10.200    4.401   17.700   24.646   11.900    3.656    8.400    2.005   22.800   32.551   20.100   11.585   29.600   17.982
  15.900   14.391   31.700   45.092   13.100   17.278   28.300   44.762   13.500   24.391   15.500   13.091   12.800    2.526   21.600   26.057    8.300    4.564   12.200    2.651   20.100   36.908   15.400   10.895   27.000   21.541
  15.200   17.248   18.600   40.998   10.800   17.232   14.200   42.236    7.300   23.426   19.500   15.566   12.600    3.693   33.700   26.713    6.800    4.510    4.000    2.607   10.700   39.112   10.200   13.210   27.100   23.119
  16.200   17.637   10.800   39.967    6.000   17.316   10.800   49.282    6.400   23.322  -99.000   17.137    6.700    4.677   36.100   30.217    4.600    4.777    2.000    2.551    7.000   35.392    7.600   13.517   17.700   19.631
   9.300   15.690   17.800   31.160    4.700   16.439    8.300   41.062    5.100   25.258    2.000   13.111   11.400    4.573   14.600   36.974    4.900    4.554    2.000    2.234    8.500   17.052    9.000   10.621   12.600   21.337
   9.600    9.161   15.600   15.368    5.300   11.436    7.400   19.713    2.000   21.134    2.000    6.302   15.200    2.631   17.800   48.005    4.100    3.398    2.000    1.410    9.500    8.310    9.100    5.358   10.100   31.474
  10.000    5.057   19.700    9.584    6.200    4.340    6.900   10.498    4.400   19.237    2.000    3.044  -99.000    1.322   18.900   49.621    5.600    2.511    2.000    0.785    8.100    8.189    9.900    2.893   10.300   49.230
  10.100    3.898   24.100    7.815    8.500    3.198   12.800    7.517    6.400   19.736    4.800    2.251   22.300    0.839   19.000   52.293    4.000    2.184    2.000    0.721    6.600    9.300    9.200    2.355   10.700   51.940
  14.400    3.100   22.200    6.203    9.800    2.680   16.400    5.930    5.500   19.355    6.200    1.857   26.300    1.975   21.800   54.915    5.700    2.276    4.100    1.178    7.000    8.121    9.800    2.049    9.700   54.522
  17.100    5.026   32.600   11.683   18.100    3.362   23.700    9.376  -99.000   20.308   10.100    2.368   30.300    5.072   21.000   56.623    9.600    2.777    6.000    1.270   10.800    7.671   16.500    3.154   16.500   55.221
  32.700   10.654   50.200   22.109   29.500    4.408   33.600   20.981   20.000   23.026   15.500    4.436   40.400    4.245   34.400   54.514   18.600    4.215   10.300    1.605   17.900    8.152   24.700    7.169   23.900   53.355
  45.500   39.176   51.100   63.843   17.600   18.828   42.300   64.628   22.500   34.430   17.500   14.145   44.300   10.260   30.600   59.356    8.700   10.898   13.800    3.156   18.700   12.888   29.800   25.849   31.700   55.645
  49.000   52.554   47.800   78.290   12.500   25.123   37.500   83.759   21.100   38.102   14.500   17.846   36.300   26.641   28.500   66.576    4.800   18.896   10.800    3.342   15.800   11.286   38.100   34.144   27.300   62.902
  35.200   40.037   42.900   76.782    9.200   43.624   38.200   73.046   14.500   44.087   13.300   20.369   30.200   19.589   21.700   58.335    4.500   18.244    8.400    7.062   13.400   25.976   31.800   32.471   23.900   55.071
  46.000   24.539   35.100   57.628    9.000   21.142   32.900   51.942   12.500   25.288    9.500    8.712   28.500   14.012   17.300   49.879    7.200    8.368    4.600    3.358   11.500   15.228   27.300   16.440   20.000   46.688
  22.800   16.219   31.700   48.050    7.700   13.560   34.400   43.245   11.000   18.424    6.800    5.744   18.100   11.961   11.800   42.740    2.000    5.436    2.000    2.300    9.100   11.781   21.500   11.500   13.800   38.161
  22.500   11.637   33.600   42.121    7.800    8.630   24.600   34.258    8.300   15.953    6.300    4.101   16.900    8.654   14.800   29.890    2.000    3.629    2.000    1.454    8.000    6.705   19.700    9.127   14.700   26.464
  41.900   10.994   38.500   40.355    7.400    8.475   21.200   35.002    9.900   14.764    5.500    4.088   18.200    7.464   11.400   27.913    2.000    3.351    2.000    1.240    7.900    5.767   18.000    8.855   12.000   26.421
  19.700   11.148  -99.000   37.861    6.300    8.265   30.000   34.704    9.300   14.661    5.900    4.032   21.100    6.122   10.300   25.348    2.000    3.239    2.000    1.086    6.300    4.939   22.200    8.780   10.500   23.950
  18.200   10.927  -99.000   38.299    6.900    8.005   29.600   34.513    9.500   13.498   11.000    4.325   14.800    5.375    9.600   23.420    2.000    3.081    2.000    0.987    6.200    4.405   28.900    8.539   13.900   20.951
  16.900   12.244  -99.000   46.600    7.900    8.895   28.800   38.317    7.600   14.826    7.600    4.779   16.300    5.122   12.900   23.257    2.000    3.417    2.000    0.990    7.500    4.562   20.500    9.414   15.000   20.091
  19.900   16.612  -99.000   40.171   14.600   13.093   40.300   49.362   10.300   17.889    9.900    7.476   18.200    5.910   21.300   27.491    5.100    4.725    2.000    1.251   10.800    6.002   18.900   12.184   19.000   21.591
  24.800   17.036  -99.000   40.644   18.600   13.660   50.900   50.315   20.200   19.451   18.300    9.287   17.800    5.416   30.000   29.609   13.900    4.661    7.700    1.311   10.000    5.804   28.600   13.061   30.600   22.091
  24.800   13.219  -99.000   29.079   17.900   11.560   46.000   41.693   27.900   19.004   17.500    8.333   17.900    4.139   13.300   27.597   16.900    3.797   11.000    1.235    8.100    4.793   45.400   10.985   13.700   19.899
  23.000   12.422  -99.000   26.890   26.900   11.674   35.800   35.213   26.500   18.847   16.400    9.135   18.500    4.498    6.300   31.388   12.800    3.157   11.300    1.238    5.200    6.789   35.000    9.617    6.500   23.706
  33.600   10.942  -99.000   21.860   15.000    9.745   54.400   32.315   18.700   16.352   12.200   12.306    5.200    2.835   12.300   26.020   11.100    3.991    7.600    1.633    9.400   10.723   34.100    8.481   11.200   14.357
  55.400   13.644  -99.000   25.936   24.100   10.215   57.700   34.306   20.400   17.604   17.400   12.520   12.300    3.922   34.500   27.491   12.400    3.036   10.400    1.845   15.000   12.079   29.000   10.099   41.000   15.772
  26.100   14.902  -99.000   22.882   24.600   10.655   28.800   39.411   24.500   18.351   13.700   13.406   20.100    5.404   46.900   39.569   24.700    4.103    7.900    2.051   19.000    8.885   20.700   11.279   46.900   23.226
  35.500   13.032  -99.000   17.228   21.200    9.297   42.000   33.177   17.800   18.948  -99.000    9.568   23.800    3.957   19.600   51.258   15.700    4.253    4.300    1.908    8.600    8.288   20.900    9.933   16.200   47.965
  45.500    6.929  -99.000   10.074   14.900    4.177   50.300   15.999   19.700   16.061   19.800    4.372   11.600    1.840    8.400   50.814   13.000    3.104    5.800    1.284   12.100    8.156   31.200    5.029   10.600   49.838
  42.500    3.612  -99.000    6.331   17.100    3.062   30.400    7.338   20.200   14.775   18.600    2.044   10.400    1.194    8.900   52.884    9.700    2.184    6.900    1.170   13.500    7.199   27.900    2.675   11.000   52.109
  36.000    2.685  -99.000    7.098   16.900    1.437   42.000    5.221   17.500   14.819   14.300    1.602  -99.000    1.646    8.800   50.874    8.200    2.100    8.000    1.144   16.700    6.031   27.100    2.081   15.700   49.489
  25.500    2.354  -99.000    5.696   25.300    1.130   30.700    4.516   26.000   14.931   21.300    1.414   10.500    3.578    9.700   49.666   11.200    1.729   10.000    1.121   14.000    5.367   24.000    1.897   17.500   48.760
  32.000    3.757  -99.000    8.482   23.600    1.936   44.100    7.762   26.100   16.858   28.100    1.942   25.400    4.399   18.600   49.559   11.300    2.176   13.300    1.238   13.500    4.871   22.800    3.085   40.300   48.327
  46.300    8.274  -99.000   16.114   26.500    4.609   54.000   18.374   44.200   19.629   34.100    3.606   18.000    5.425   28.300   49.957   12.600    3.611   14.800    1.578   17.100    5.889   52.700    6.839   31.100   48.327
  57.000   31.276  -99.000   51.143   45.400   16.607   68.700   58.395   46.300   29.242   41.200   11.103   22.300   11.026   22.400   52.164   17.100   10.208   25.600    3.227   20.700   11.412   56.900   24.450   26.800   48.677
  73.300   46.753  -99.000   71.080   47.000   31.330   76.300   77.842   39.700   33.865   42.100   13.868   22.300   26.830   18.700   56.417   33.900   15.352   40.400    2.987   15.600    9.605   45.400   34.212   18.100   33.163
  68.700   45.022  -99.000   63.424   43.500   38.548   55.200   61.944   40.000   40.494   64.100   17.106   18.100   19.155   15.100   48.317   26.000   18.508   37.000    6.905   13.200   24.472   48.000   32.009   15.900   45.903
  53.700   24.714  -99.000   60.478   43.000   18.823   47.100   48.007   36.200   24.781   38.200    8.659   12.300   14.976   13.900   39.003   24.300    8.196   45.900    3.784   14.100   13.996   48.000   18.352   13.200   35.585
  26.300   18.275   46.600   54.597   34.100   10.870   47.000   56.230   35.500   18.574   20.600    5.997    9.900   16.611   11.800   30.632   17.500    4.889   39.800    2.590   13.000   10.616   44.100   14.165   11.600   26.475
 -99.000   13.905   27.800   51.332   24.100    6.720   38.900   50.341   29.100   16.118   14.100    4.294   11.400   17.038    9.100   22.685   15.200    3.148   15.500    1.711    8.400    6.020   46.500   12.036    9.000   19.429
 -99.000   13.628   21.500   53.714   15.600    6.677   43.800   54.003   25.200   15.055   10.700    4.049    9.000   15.562    9.200   30.489   12.100    2.932   15.200    1.496    6.900    5.748   36.700   11.484    8.000   28.785
  14.800   13.950   22.600   57.777   14.200    6.337   45.100   58.526   21.400   14.375   11.200    4.000    7.100   15.176   11.200   36.613    6.600    2.825   12.900    1.397    5.500    5.229   42.700   11.396    6.700   35.534
  11.100   13.639   23.000   58.090   11.700    5.722   43.100   58.288   19.000   14.035    8.700    3.922   11.900   17.337    7.200   35.307    6.600    2.446   11.100    1.360    4.800    4.342   43.100   11.618    2.000   31.888
   9.100   16.723   13.200   63.754   11.600    6.907   45.200   67.274   18.700   14.825    8.000    4.620    7.700   25.987    9.300   37.853    6.600    2.756   10.700    1.527    2.000    4.774   40.100   13.409    2.000   31.927
   9.900   20.736   28.300   79.134   15.400    8.874   35.800   82.754   18.600   18.512   11.300    5.837    8.900   33.424    9.400   33.687    7.800    3.192   10.200    1.861    2.000    5.372   42.000   18.627    2.000   25.429
  17.100   24.507   31.800   88.290   18.100   10.915   60.700   91.351   23.000   20.545   14.300    6.903    7.500   41.331    9.700   33.102   12.700    3.578    8.800    2.076    2.000    5.915   43.400   21.661    2.000   24.246
  14.900   20.568   31.400   78.313   25.400    9.487   47.400   77.440   28.000   20.404   20.000    6.572    6.300   43.370    8.800   16.353   21.400    2.460    7.900    1.868    2.000    5.174   43.500   19.424    2.000   14.657
  18.500   27.349   43.900   76.317   36.800   11.217   54.400   65.593   24.400   26.061   39.700    7.924   10.800   44.415   13.700   13.638   23.100    1.773    9.100    2.684    6.800    7.537   38.200   20.375    9.300   15.995
  41.800   37.862   76.300   64.399   62.300   15.629  103.000   56.222   32.600   36.208   54.700   21.910    8.900   38.561   54.600   55.367   24.400    6.173   15.400    5.979   15.700   12.851   44.300   22.794   27.000   44.307
  68.100   38.398  111.000   52.023   79.200   28.738  123.600   55.874   38.800   38.756   66.100   29.064   10.200   16.356   47.900   52.655   55.400   16.725   24.900    5.094   21.600   29.387   68.800   25.691   46.500   47.536
  60.200   38.749   91.500   61.300   96.600   29.868  112.500   62.437   48.100   40.682   48.700   31.771   16.800   15.332   45.200   48.207   46.100   12.757   21.200    4.719   27.800   45.788   53.000   28.103   48.800   39.650
  35.700   29.493   62.100   60.275   73.100   26.960   66.300   62.062   62.900   47.468   20.500   22.878   25.300   12.097   56.000   50.484   46.500    8.347   21.500    3.784   23.300   44.663   68.100   13.215   54.300   41.798
  32.600   17.082   56.000   25.856   54.400   13.932   55.100   32.082   34.600   28.428  -99.000   10.686   28.200    9.036   49.500   50.384   34.400    5.254   17.400    2.453   23.100   29.502   31.900    9.150   40.300   48.485
  34.900    9.760   47.900   17.354   47.700    7.512   63.600   17.001   29.800   29.208   23.500    5.606   47.600    6.843   35.000   53.094   26.500    4.198   13.700    2.425   21.100   11.241   23.200    5.397   31.600   51.598
  35.100    8.400   37.700   15.081   36.200    3.425   56.400   12.954   27.800   31.167   16.500    4.193   66.900   12.296   39.000   56.484   25.400    4.091   15.600    2.180   18.500    4.468   20.900    4.646   41.700   55.221
  35.000    8.599   67.300   14.135   38.200    1.400   77.900   13.505   32.600   33.250   20.900    3.379  -99.000   38.149   35.300   58.544   34.800    4.569   11.400    2.123   19.100    2.489   20.400    4.671   40.700   56.899
  47.400   13.290   67.800   20.380   48.400    2.359   70.100   23.961   40.800   35.582   28.400    3.861   66.000   43.433   38.800   56.614   25.600    6.321   13.100    2.506   23.200    2.145   32.900    7.582   58.700   50.035
  58.800   29.499   79.000   55.330   50.100    7.768   80.200   54.777   65.100   51.341   38.200    7.117   74.400   46.125   48.000   47.529   21.200   10.340   16.600    3.731   21.100    3.842   66.000   17.370   70.900   34.983
  79.800   72.719   58.500  106.935   41.600   57.155   86.900   93.193   55.900   63.614   50.400   30.973   64.200   44.920   55.700   40.850   15.000   22.589   26.700   10.608   34.200   11.536   63.400   71.262   55.600   32.574
  81.700   91.483   41.500  176.398   53.400   69.384   94.000  133.632   37.900   61.127   58.900   62.231   28.700   41.962   31.200   36.457   20.800    6.630   35.000   23.435   29.400   19.444   59.600   98.641   28.000   23.496
  87.600   79.012   58.900  173.150   74.100   68.169   78.000  129.186   34.100   74.215   64.200   56.055   18.100   32.780   18.100   34.586   25.000    8.204   40.700   31.041   19.400   16.467   59.900   95.179   17.700   24.360
  32.100   77.883   84.800   77.352   39.500   34.943   56.900  100.903   65.800   76.517   34.300   54.270   13.500    9.468   14.000   10.099   32.500   16.677   36.100   34.069   10.500    6.788   74.700   81.457   12.300   15.126
  23.700   41.251   44.300   58.902   22.400   43.461   67.800   84.868   71.700   56.394   12.300   35.203   14.000    3.080   14.000    6.923   44.900   10.452   32.400   39.549    6.600    3.705   94.600   69.429   12.600    3.972
  18.100   22.577   37.700   58.673   12.300   31.899   39.100   72.533   28.900   52.424   11.300   11.473    7.500    2.171    9.000    5.933   23.500    4.963   12.200   37.670    2.000    2.373   41.900   56.237    6.800    2.018
  14.800   21.399   30.500   51.391    9.900   22.545   27.300   70.722   29.300   39.223   10.000    6.804   10.600    2.350    7.800    5.780    6.700    3.083    8.300   15.564    2.000    2.280   53.600   41.400    5.300    2.560
  13.800   20.413   32.600   45.502    7.000   16.650   26.200   76.583   19.500   27.500    6.600    6.393    2.000    2.635    7.200    5.281    5.700    2.768    7.100   14.652    2.000    2.218   51.700   32.553    2.000    4.204
  12.200   23.796   47.000   45.855    8.900   13.478   23.100   72.218   24.300   34.157   12.300    7.803   14.000    4.301   19.900    4.174    7.400    3.246    7.700   16.112    2.000    2.451   52.500   36.776    7.100    5.902
  17.500   25.561   44.700   42.300   12.500   10.605   34.600   68.316   15.300   32.626   11.600   11.101    2.000    3.939    8.900    3.047    6.900    2.165    6.900   23.460    2.000    2.040   44.200   34.903    7.100    6.128
  21.400   25.060   66.100   47.302   29.200   11.511   41.600   69.774   24.500   31.865   28.200   10.900    4.900    4.106   26.000    3.277    8.200    2.069    8.300   39.956    4.400    2.338   62.100   36.229    7.100    7.887
  29.400   26.275   72.600   49.238   52.300   13.673   53.700   72.090   34.200   30.527   35.800    9.204   10.600    5.936   28.600    4.118   18.600    2.080    8.800   34.732    7.400    2.716   52.200   36.609   16.100    8.511
  35.100   24.075   74.200   45.512   42.900   11.519   53.100   61.954   24.700   29.839   29.000    8.054   13.300    5.694   21.300    3.740   12.600    1.938    8.200   33.448    6.600    2.333   37.800   30.872   14.500    6.352
  18.300   30.737   20.800   46.155   15.000   11.822   26.900   59.928   15.600   30.576   18.200    8.253    7.800    7.863    4.200    4.009    9.100    1.653   12.000   33.454    5.100    2.250   29.800   26.200    7.900    5.639
  24.000   32.757   38.100   49.938   30.800   22.437   48.100   58.491   26.100   38.812   36.300   13.122    9.500   10.952   55.400    6.517   18.300    3.132  -99.000   34.152   14.100    3.692   33.800   30.068   47.200    9.328
  56.700   30.282   73.500   81.093   47.400   53.147   67.400   50.360   32.500   52.778   58.600   16.924   11.400   10.330   59.200   14.589   19.000    7.682   11.500   36.100    7.300   16.959   38.400   58.927   44.200    5.805
  56.400   46.873   62.700  102.089   47.500   49.082   67.400   69.755   53.900   54.683   41.700   52.653   40.600   24.880   53.300   69.892   14.600   44.120   11.800   33.755   10.900   40.977   56.700   62.095   42.500   55.579
  67.800   48.212   41.700   65.118   45.900   71.943   63.900   55.159   42.900   63.481   34.200   42.080   71.000   35.920   55.700   56.544   14.400   61.895   15.100   35.004   10.900   63.176   46.500   66.613   54.800   54.128
  55.000   49.795   38.000   60.308   42.000   42.031   59.900   47.507   25.900   52.845   37.000   34.499   52.800   35.644   37.400   55.610   12.000   30.136   20.200   15.114   10.600   21.648   41.000   20.536   36.600   52.757
  54.300   28.348   48.500   24.983   29.000   19.085   58.500   47.716   28.900   40.926  -99.000   16.486   42.100   32.984   30.200   58.173   11.500   13.066   27.600    3.076   11.500    3.904   27.500    9.059   33.700   56.327
  56.200   18.312   40.300   18.564   29.800    9.183   52.100   37.910   27.700   32.223   36.000    4.867   18.900   49.223   17.600   56.310   10.600   10.447   20.600    2.441   14.200    3.166   19.500    6.589   20.200   46.451
  46.300   18.936   26.500   15.710   27.600    8.598   56.400   38.031   28.300   30.636   34.900    3.686   12.000   54.178   12.100   39.888   10.000   10.007   16.300    2.001   18.100    2.551   27.400    5.475   16.700   21.365
  36.200   35.947   30.200   28.764   27.200   10.515   53.000   52.127   34.000   36.227   32.400    4.360  -99.000   56.564   11.300   24.094    9.400   13.735   12.500    2.747   21.700    2.740   28.100    9.062   18.100   12.903
  30.100   65.259   22.100   65.520   32.800   23.539   50.300   65.547   32.400   49.666   37.500   10.221   23.700   51.340   13.500   14.981   13.800   19.579   17.500    4.128   15.000    3.728   29.900   23.477   22.300   14.625
  37.500   80.377   21.100  119.477   35.900   52.075   43.700   96.313   22.500   76.130   26.300   32.501   18.300   48.526   18.900   34.414   12.900   40.639   21.200   12.342   15.200   10.167   26.500   80.115   17.700   32.881
  37.100   93.996   17.400  171.016   31.700   64.522   41.200  123.305   17.200   64.058   26.400   57.127   15.500   44.325   12.100   53.453   10.800   39.852   17.100   18.761   16.100   12.498   20.900   88.254   10.000   54.308
  28.100   75.714   22.800  168.562   22.000   63.054   33.700  112.904   14.700   57.086   17.600   42.373   19.900   39.206   42.700   39.298    7.700   15.693   13.600   26.427   18.700   18.143   19.400   77.603   29.800   43.192
  22.000   49.671   29.000  112.773    8.500   44.240   33.700   92.647    8.800   46.934   10.800   33.363   45.600   32.521   53.500   22.251    4.600    5.252    9.400   14.482   18.100    8.646   17.900   67.039   41.600   25.760
  18.300   38.618   22.000   92.663    6.300   23.719   30.100   84.146    6.000   40.145   10.200   28.704   38.200   19.190   47.700    4.341    2.000    2.156    5.900   12.518   14.200    4.360   14.600   53.461   34.800    8.667
  15.600   18.357    8.700   69.124    2.000   15.387   27.900   82.904    5.000   30.001   11.800   19.509   23.800   11.483   14.500    4.334    2.000    1.258    5.700    9.106    6.000    3.123   11.100   40.394   13.100    4.914
   8.900   15.870   14.500   58.847    2.000   11.632   16.700   78.555    2.000   25.517    9.400   12.038   10.300    8.511    5.600    3.821    2.000    0.933    5.900    5.612    2.000    2.602    9.700   35.512    6.300    3.723
   6.900   11.445   14.200   48.165    4.100    9.133   17.100   77.588    2.000   22.721    7.500    8.863    5.900    7.136    6.000    1.540    2.000    0.732    6.800    4.178    2.000    2.506   11.100   32.648    4.800    2.611
   7.800    9.245   13.800   43.098    4.000    8.845   16.200   78.709    2.000   21.745    4.600   11.031    9.700   12.089    8.100    2.800    2.000    0.650    5.500    4.551    2.000    2.437   10.300   29.723    7.800    2.482
   7.900    9.663   15.800   44.227    7.300   10.326   20.500   84.443    2.000   24.763    5.500   10.325   11.300   14.209    5.400    4.397    4.700    0.751    2.000    4.827    2.000    2.937   14.700   34.846    6.700    3.138
  13.700   11.779   22.300   49.574   14.300   10.615   23.700   82.570   12.200   25.748    9.200   12.021   10.100   11.864    7.700    3.317    7.800    0.633    7.600    6.147    2.000    3.400   22.100   43.457    5.400    3.137
  24.800   15.888   44.600   58.110   44.900   12.966   42.700   87.662   15.800   27.421   20.700   12.893    8.500   12.583   32.300    3.539   25.800    0.681   10.400    6.721    2.000    3.879   27.300   48.706   26.900    3.828
  23.000   17.897   47.500   59.591   28.100   11.377   41.800   78.491   15.500   26.568   15.400   12.658   11.200   14.361   27.800    4.410   20.400    0.729    7.000    4.475   13.900    3.254   21.700   38.301   30.700    3.701
  18.000   24.213   36.900   65.652   19.300   13.276   32.100   77.110   11.400   28.230   14.100   10.704   18.900   29.906   41.700    5.256   18.100    0.908    6.400    4.405   25.700    3.617   19.200   31.925   42.900    4.044
  12.300   54.054   22.500   76.839   16.700   28.097   24.100   88.999   12.200   44.265    8.500   18.967   10.900   46.197   24.300   11.063    8.800    2.439    7.900    9.679   21.800    5.764   15.500   45.785   21.500   10.476
  12.400   71.620   26.500  103.006   19.600   29.663   24.000   83.830   12.300   57.811    8.800   40.973    9.300   36.087   16.300   49.460   11.700    9.064    8.300   13.987   15.500   25.460   14.700   49.809   14.200   17.764
  14.600   69.110   30.600   80.323   14.900   54.867   40.400   83.899   12.000   72.124   12.100   43.720   12.100   41.487   22.400   71.107   10.800   20.937    8.200    7.440   15.800   38.380   12.900   36.349   25.400   64.427
  18.800   48.825   33.200   62.706   15.800   33.503   62.600   83.299   12.500   56.989   13.500   30.832   13.500   23.485   30.500   69.594   10.200   12.569    9.200    4.742   14.500   32.829   21.300   24.043   35.700   64.160
  24.700   21.858   32.600   29.313   18.300   15.882   51.000   37.723   13.000   44.274   11.800   11.820   13.300   11.172   24.700   68.527   11.200    6.624   11.100    3.600   16.500   23.529   21.700   10.047   28.000   65.952
  21.500   11.140   25.700   19.464   13.300    4.924   40.400   18.819   12.600   38.173   13.900    5.607   17.500    6.318   32.400   69.831    8.400    5.054   10.900    1.955   17.200   10.345   14.700    5.407   49.800   68.669
  16.500   18.422   22.600   29.327   13.100    3.365   31.900   29.845   11.900   31.863  -99.000    8.423   18.700   13.153   46.800   70.609    8.600    7.618    8.900    2.461   14.300    3.472   12.800    9.731   56.200   67.886
  19.900   12.554   21.500   18.418   15.900    1.583   39.000   20.771   13.200   29.481   15.700    6.447   48.700   35.542   40.200   69.906    8.300    8.809    8.500    2.750   11.800    1.472   14.500    7.335   40.000   68.212
  21.500   13.383   20.600   14.547   13.100    2.449   34.800   22.136   17.800   30.251   16.100    5.407   29.100   44.058   27.200   69.011    8.500   11.975    8.300    2.414    9.000    0.909   15.300    6.242   24.800   67.850
  25.900   18.450   18.200   16.478   13.700   10.148   41.000   32.979   13.600   33.641   27.800    5.257  -99.000   46.060   15.800   63.142   10.700   16.426   10.200    3.231    6.400    1.091   11.400    6.856   12.300   60.530
  24.800   39.261   15.700   29.382   14.000   17.679   30.800   58.991   11.500   40.526   17.300    6.917   12.800   49.181    7.900   48.488    8.700   20.417   11.700    5.713    7.300    1.728   14.300   11.231    9.100   31.783
  22.000   44.069   13.200   68.263    8.700   23.670   18.000   40.592   10.500   39.761   11.700   18.676   10.000   33.761    8.000   18.678    8.800   16.377   12.700    8.762    6.900    4.525    9.100   27.488    9.700   12.105
  18.900   41.818   12.600   94.561    5.500   33.649   18.800   56.145    8.100   44.970    9.900   29.272    7.800   31.034    6.700   13.153    6.700   11.128   11.700   16.843    4.500   10.322    9.200   49.114    7.400   14.289
   8.900   38.351   10.900  116.854    5.400   24.617   15.300   74.227   10.100   41.099    8.000   27.752    5.600   20.639    4.400   20.843    4.900    6.288    7.800   15.268    2.000   11.352   11.600   55.644    4.500   17.570
   7.900   33.561   20.500  106.568    4.400   20.362   22.200   71.289    7.700   42.505    7.900   21.240    2.000    8.828    2.000   41.490    4.600    5.533    5.000   13.307    2.000    8.854   10.600   51.574    2.000   18.003
   6.100   44.163   21.600   72.182    8.000   10.980   20.900   82.838    8.500   37.952    8.000   13.500    2.000    8.631    2.000   51.517    4.300    2.016    4.500   18.230    2.000    8.316   10.200   44.934    2.000   35.205
   6.500   24.012   30.600   53.657    7.600    9.372   22.700   61.568    6.900   24.918    6.900   31.055    2.000   22.020    2.000   31.943    2.000    1.339    5.200    9.735    2.000    3.320   11.400   37.864    2.000   29.145
   6.700   10.455   26.700   41.509    8.300    6.902   24.500   49.918    8.900   19.099    6.900   14.637    2.000   16.565    2.000   10.279    2.000    0.757    6.900    3.734    2.000    1.627   11.800   26.205    2.000    6.264
   6.900    7.583   23.500   35.215    9.800    6.454   28.600   56.197    9.100   16.430    7.700    7.026    5.600    4.716    2.000    2.228    2.000    0.617    6.400    3.092    2.000    1.500   10.700   22.461    2.000    2.541
  12.300    8.877   24.200   31.641   15.300    6.247   42.700   54.077    9.600   16.064    9.500    6.417    4.400    4.456    2.000    1.747    4.000    0.532    5.900    2.600    2.000    1.578   16.700   21.648    2.000    1.990
  14.000    9.272   24.300   30.057   20.800    6.357   56.500   52.272   13.000   16.092   16.400    7.509    2.000    8.060    2.000    1.887    7.800    0.506    8.600    3.331    2.000    1.677   29.500   20.334    2.000    1.743
  16.200   11.507   36.800   33.978   20.400    7.584   62.000   56.735   21.500   17.281   24.300    9.766    5.000    9.138    2.000    2.691   12.400    0.566   12.100    4.595    2.000    2.112   28.700   23.297    2.000    2.347
  12.700   17.464   37.900   52.117   16.100   11.239   62.000   66.412   13.200   20.505   22.700    8.801   13.300   11.112    4.100    5.653   18.900    0.702   11.900    4.175    2.000    3.310   30.900   31.745    7.000    4.480
  24.500   27.796   22.400   81.501   45.200   17.368   56.300   73.584   22.500   26.043   29.500   13.592   17.200   27.502    6.200   10.164   14.800    0.998   16.700    6.951    5.200    5.878   25.700   39.952    9.000   10.012
  18.700   45.778   24.600   90.822   40.300   14.311   46.400   75.166   30.900   34.562   17.500   25.312  -99.000   38.872    9.900   35.936   13.200    6.428   13.700    7.978    6.600   11.788   43.100   39.696   10.300   29.413
  13.500   40.405   31.200   55.212   26.700   24.639   43.300   63.901   19.500   36.125   15.800   23.348   10.400   20.343   11.400   62.027   23.300   13.522   10.200    5.854    7.900   17.100   19.000   27.854   11.100   57.127
  15.800   24.593   29.100   46.858   19.300   16.130   34.800   57.194   14.400   25.625   17.100   15.774   10.200   11.991   10.200   61.084   23.300    8.349   10.000    3.460    7.700   18.050   20.600   18.590   13.600   57.371
  16.500   20.840   25.000   38.874    9.400   13.425   39.200   48.986   11.800   22.690   13.600   10.329    9.800   10.681   14.700   62.853   15.100    7.109    9.200    3.231    9.700   13.579   15.900   15.407   18.000   61.203
  15.400   20.391   22.800   49.571   10.400   10.546   19.200   46.707   13.000   21.473   12.000    7.134   13.400   12.966   13.000   63.079   14.900    6.769    9.200    2.682   11.500    7.683   13.300   15.268   16.600   47.892
  12.200   17.537   17.600   42.798   12.700    9.287   13.900   45.561   12.600   18.375    9.500    3.885   15.700   45.952   16.200   38.918   13.400    4.524    8.400    1.952   13.900    2.490    9.600   11.789   16.200   27.937
  11.200   23.652   21.800   17.978   10.700    6.111   15.700   42.722   14.900   15.670   10.700    2.136   12.700   52.815   13.700   21.087   13.500    2.830    7.100    0.944   16.100    0.894   15.300    5.965   15.300   13.794
  12.500   35.497   19.300   10.262   16.900    4.774   16.400   27.949   22.600   13.783  -99.000    1.728   10.700   36.279   20.600    2.553   12.900    2.459    7.400    0.752   22.200    0.501   17.200    4.591   24.500    1.656
  20.100   43.177   45.200    9.937   21.800    4.621   59.800   24.002   28.200   14.142   19.100    1.687   16.500   23.526   24.800    1.340   19.000    2.369    9.600    0.838   22.400    0.425   26.800    4.216   20.600    3.647
