13STo   13STm   20VEo   20VEm   61WBo   61WBm   64KSo   64KSm   21BIo   21BIm   24FLo   24FLm   54BLo   54BLm   72FIo   72FIm   27TAo   27TAm   51BFo   51BFm   52NGo   52NGm   74BTo   74BTm   73FWo   73FWm
  15.500    8.893   17.600   16.329   13.500   15.723   26.000   32.198   16.000   19.762   19.600    7.316    4.300    0.655    9.000    9.875   12.900    6.520    7.000    2.158    4.100    2.537   22.800   12.172    9.200    7.301
  18.200   10.960   17.100   15.486   15.100   23.489   27.800   35.847   12.800   24.625  -99.000   16.183    6.600    0.497   11.300   15.264   10.300    7.733    8.600    5.161    8.100    5.778   26.200   18.940    9.100   13.819
  16.600   15.625   18.800   39.414   15.100   48.356   29.400   42.559   10.300   31.475   24.600   20.788    5.200    0.648   20.100   29.082   11.600   11.724    9.400    7.293   10.200    5.040   29.200   31.095    9.500   20.609
  18.300   13.569   15.700   34.349   15.100   58.812   27.200   37.180    8.200   30.175   19.500   17.199    5.000    0.976    9.800   31.421   11.300   11.254    9.400    6.132   13.400    4.372   23.400   26.109    2.000   21.812
  17.000    6.786   15.100   21.285   18.900   55.948   37.200   17.726   13.200   22.324   13.600    8.300  -99.000    1.752   11.300   27.886   10.000    7.091   11.300    3.618   15.100    4.411   18.600   12.697    4.600   21.409
  19.000    3.227   15.700   27.356   10.300   54.505   37.800   10.142    9.500   19.616   10.300    4.621    2.000    2.561   15.300   29.897   10.400    6.675    9.500    1.812   13.000    4.428   15.100    6.705    2.000   19.413
  17.200    2.682   15.700   27.106    9.600   53.901   43.700    7.919    8.500   19.944   14.100    3.669    2.000    2.518   10.700   30.733    9.100    6.443    8.500    1.400   13.100    4.530   12.200    5.063    7.600   19.635
  22.200    2.354   16.800   28.749    9.800   52.945   50.700    6.864   17.300   21.185   27.900    3.461    2.000    2.571    9.600   31.301   11.100    7.609    9.900    1.342   12.500    5.023   17.700    4.759   14.500   19.126
  28.500    4.031   27.000   33.158   41.300   53.019   49.700   11.337   15.700   25.862   37.300    5.469    6.500    2.585   13.700   32.377   16.300   11.003   13.500    1.918   11.400    5.322   23.400    7.819   21.700   18.049
  28.100    9.553   26.600   42.643   43.700   53.900   54.600   23.842   20.800   35.110   37.900   11.191   15.400    2.805   14.600   35.190   35.700   17.721   12.700    3.539   11.700    5.717   28.100   17.612   18.900   16.523
  23.400   33.692   32.300   63.257   39.600   59.404   33.500   67.722   16.200   54.960   17.700   40.509   13.700    4.184   12.400   47.096   41.900   30.997   10.000   10.933   12.900    5.368   22.900   63.613   13.600   13.712
  13.400   49.764   27.200   67.450   32.500   53.651   19.800   73.445   12.000   56.294    9.400   45.982   16.700    9.575   14.300   50.148   35.100   58.025    4.800   22.574   14.200    6.541   14.900   57.357   13.600   14.695
  11.100   40.793   25.100   54.092   19.400   51.073   18.700   78.220   12.800   53.536    9.600   27.155   10.900    6.519    7.900   34.864   14.900   39.019    2.000   11.597    4.800    5.043   17.300   53.193    5.400   12.083
  11.200   19.836   13.800   29.931    8.800   32.856   16.900   63.752   14.700   33.552    7.100   15.569    2.000    3.694    2.000   19.613    9.200   20.563    6.100    4.688    2.000    3.506   17.300   28.409    2.000    7.031
   9.000   13.345   10.800   22.092    8.900   24.882   19.200   51.897   11.600   24.363    7.100   10.852    2.000    2.502    2.000   13.826    6.700    9.865    5.300    2.925    2.000    2.186   17.300   20.082    2.000    4.743
   8.800   11.291   10.600   19.541    9.200   23.636   19.600   45.222   11.300   22.056    5.900    9.023    2.000    1.728    2.000   11.604    5.600    8.834    4.900    2.341    2.000    1.244   23.100   16.883    2.000    3.907
   8.100   10.705   10.700   20.376    7.600   23.359   20.600   44.839    9.600   20.704    6.000    8.828    5.200    1.358    2.000   11.488    6.400    7.041    2.000    2.159    2.000    0.913   23.300   15.673    2.000    4.352
   7.500   10.814   13.200   19.860   10.000   22.027   20.500   46.077   10.900   20.244    6.400    8.993    2.000    1.148    2.000   10.803    8.000    6.429    2.000    2.099    2.000    0.961   18.800   15.508    2.000    4.577
   5.500   10.401   11.100   19.303   10.800   20.522   16.100   45.897    7.600   18.909    8.200    8.607    2.000    1.000    2.000   10.020   10.700    6.114    2.000    1.962    2.000    1.084   23.600   14.832    2.000    4.779
   5.200   11.407    9.300   21.864    9.900   18.824   14.200   49.234    5.800   19.523    2.000    9.193    2.000    1.051    7.800    9.808    9.200    6.244    2.000    2.101    2.000    1.268   15.800   15.685    4.200    5.186
   6.500   14.738    8.500   28.952    9.400   17.955   15.800   60.538    5.300   22.465    5.800   11.752    2.000    1.423    4.500   11.418    8.400    5.731    2.000    2.598    7.600    1.536   17.700   19.287    2.000    5.675
   8.900   15.714   10.000   36.737   11.000   15.651   18.100   64.101    7.500   23.376    8.400   12.546    2.000    1.642    2.000   11.219    8.900    7.194    2.000    2.658   10.000    1.698   16.400   20.130    2.000    6.217
  10.400   12.920    8.900   33.622   12.100   12.931   16.900   55.280    8.900   20.689    7.400   10.170    8.000    1.400   10.000   10.040   11.400    6.608    2.000    2.222    6.900    1.792   18.300   16.695    9.600    6.776
   9.400   10.555   11.000   30.742   15.000   11.309   16.400   44.895    8.100   19.290    7.300    8.635    6.000    1.229    6.900    9.406    8.000    6.313    2.000    2.104    5.600    2.034   16.900   13.576    6.000    7.920
  10.600    9.449   27.300   26.556   18.600   12.936   17.000   38.851    8.200   20.749    7.600    9.041    5.900    1.270   15.100   11.846    8.500    7.436    2.000    2.483    5.900    2.724   15.600   13.667   10.600   10.785
   8.500   17.208   13.400   28.857   16.900   26.070   14.400   45.840    7.700   29.425    7.500   18.536    2.000    1.560    4.000   22.127    5.900   11.689    2.000    6.251    2.000    7.460   13.900   21.957    2.000   16.726
   8.000   20.852   11.100   34.489    9.900   37.592   20.300   53.352    5.900   37.642  -99.000   21.736    2.000    1.626    2.000   35.001    2.000   13.431    2.000    7.719    2.000    9.667   12.300   33.666    2.000   25.260
   7.200   17.439    6.200   53.849    9.300   60.193   14.700   46.091    4.700   37.143    2.000   17.170    2.000    1.323    2.000   39.352    5.400   12.574    2.000    6.644    2.000    9.028   10.500   29.417    4.100   29.161
   7.600    8.120    4.700   33.062    8.300   55.809   13.600   21.429    4.400   26.883    2.000    8.755    2.000    1.043    2.000   35.555    5.500   10.128    2.000    3.698    2.000    8.934    6.000   13.942    4.400   28.736
   4.400    4.355    6.000   15.850    9.500   38.303   10.100   11.131    4.600   23.437    2.000    4.733  -99.000    0.802    2.000   30.676    4.700    8.022    2.000    1.744    2.000   10.219    6.100    6.939    2.000   32.210
   5.500    6.664    4.800   17.224    9.600   41.845   17.900   16.445    4.200   21.808    2.000    6.792    2.000    1.108    2.000   34.940    4.600    8.985    2.000    2.309    2.000   10.719    5.800   10.713    2.000   34.185
   4.400    3.803    2.000   14.962   10.400   52.101   19.800    9.539    5.000   21.477    2.000    4.326    2.000    1.096    2.000   38.023    5.100    7.112    2.000    1.648    2.000    8.939    5.000    6.389    2.000   34.896
   4.400    3.051    2.000   23.137   11.100   50.776   20.200    7.731    5.400   23.602    2.000    3.771    2.000    1.687   10.400   39.517    4.900    4.437    2.000    1.615    2.000    6.737    6.300    5.407   10.000   28.134
   5.500    2.961    6.100   28.153   18.600   53.025   10.400    7.140    7.500   23.228   10.700    3.311    2.000    2.091    2.000   34.865    5.900    8.155    2.000    1.583    2.000    6.202    8.600    4.882    2.000   20.128
   4.600    4.189   12.300   34.027   20.500   60.782   15.100    8.225    8.300   20.251    8.700    4.338    2.000    3.016    2.000   23.508    8.800   12.782    2.000    1.636    2.000    4.344    8.800    6.856    2.000   11.179
   7.000    7.934   14.100   33.121   27.800   57.646   13.400   16.361   10.800   27.920   11.700    5.886    2.000    5.652    2.000   23.152    9.300   30.691    2.000    4.136    2.000    4.250    9.500   11.002    2.000    9.915
   9.200   19.701   21.400   35.251   12.900   61.056   19.700   45.545    8.600   32.405    9.900    9.582    6.100    4.873    2.000   20.709    8.500   29.818    2.000    6.013    2.000    3.077   11.600   29.393    2.000    5.149
   8.300   21.226   19.700   32.303   16.300   47.912   19.800   58.382   10.700   33.791    8.200   12.677    7.500    3.581    2.000   16.952   13.300   27.431    2.000    6.262    2.000    1.547   14.600   38.598    2.000    1.966
  10.000   16.203   14.700   28.472   19.800   35.502   19.900   48.089    9.500   26.343    8.400    9.735    2.000    2.749    2.000   13.297   13.300   16.157    2.000    4.311    2.000    0.952   13.400   30.233    2.000    1.462
   7.500   10.636   10.900   24.441   16.200   28.443   12.200   33.188    6.900   18.164    2.000    6.298    2.000    1.301    2.000    9.512    9.800   11.225    2.000    2.722    4.100    0.586   10.700   20.263    4.400    1.743
   6.000    8.558   11.900   21.188   11.800   24.892   13.200   27.216    8.600   15.128    6.500    5.229    2.000    0.596    2.000    8.729    8.800    8.471    2.000    2.196    2.000    0.485   10.400   15.426    2.000    1.647
   5.100    7.590   13.300   19.038   11.400   22.562   13.300   25.061    7.700   13.937    5.000    4.831    2.000    0.482    4.400    8.035    6.700    6.784    2.000    1.878    2.000    0.423   10.100   13.311    5.300    1.932
   6.000    8.033   13.200   18.562    8.100   22.428   11.200   27.297    7.800   13.034    7.600    5.401    2.000    0.602    2.000    8.381    5.800    6.519    2.000    2.024    2.000    0.440   12.100   13.589    4.500    2.649
   5.400    8.343    9.300   18.796    8.900   21.559   11.100   29.535    6.300   13.515    2.000    5.978    2.000    0.616    2.000    9.048    4.500    6.384    2.000    2.124    2.000    0.437    7.700   13.816    4.300    3.218
   6.300    8.445   10.800   18.489    8.700   22.088   11.800   30.018    5.900   13.756    5.000    6.107    2.000    0.661    2.000    9.248    5.700    6.253    2.000    2.177    2.000    0.445    8.000   13.769    2.000    3.610
   6.500    9.574    6.800   19.634    9.200   23.985   14.900   32.795    7.400   14.783    7.000    6.940    2.000    0.704    2.000   10.160    5.500    6.474    2.000    2.565    2.000    0.480   12.300   15.308    2.000    3.962
   8.900   13.212   11.300   23.712    7.200   26.936   13.800   42.481    8.200   18.263    6.900   11.515    2.000    0.842    4.200   12.478    6.100    8.093    2.000    3.650    2.000    0.563   13.300   20.196    4.500    4.433
   9.900   15.649   14.100   26.615   12.900   29.641   15.000   46.599    7.500   20.912    9.600   15.899    2.000    0.947    5.600   14.298    7.800    9.480    2.000    4.666    2.000    0.652   12.600   23.726    5.200    4.838
  12.100   13.478   19.300   26.333   18.800   39.514   16.600   40.381    7.900   20.182   14.800   13.046    2.000    0.872    2.000   16.601    6.400   11.426    2.000    4.600    2.000    0.900   12.800   21.782    2.000    6.074
  13.000   13.749   26.400   28.000   20.300   45.387   24.000   39.003   11.000   23.430   13.600   13.843    2.000    0.702    2.000   17.424    7.600   13.569    7.300    6.536    2.000    1.449   13.500   25.525    4.100    5.706
  13.700   13.507   18.500   32.316   18.600   52.414   15.900   34.286   11.700   24.026    7.400   10.055    4.900    1.258    2.000   14.693    8.400   19.817    6.400    7.247    2.000    2.367   14.600   29.613    4.300    2.913
  12.900   12.892   17.500   49.987   18.400   56.265   11.400   31.808   11.600   21.349  -99.000    8.447    5.000    2.207    7.500   16.711    7.200   26.568    5.500    7.118    2.000    2.684   11.000   31.318    7.800    3.907
  10.200   13.202   16.400   48.857   28.400   57.096   14.400   30.441   10.900   19.809   11.100    7.545    5.400    2.685    4.700   13.182    6.700   28.671    5.100    6.703    5.200    2.474    8.700   31.644    6.100    2.565
  12.300    8.968   20.400   48.249   44.900   54.530   18.600   21.770   12.300   15.981    7.400    4.998    7.200    2.149    2.000    8.359   17.600   29.535    5.000    4.305    2.000    2.128   10.800   24.826    5.400    1.627
  12.600    4.291   21.200   42.367   51.400   51.632   15.000    8.483   14.200   10.088    7.000    1.873  -99.000    2.185    4.500    5.718   20.300   25.531    2.000    1.604    5.400    1.930    9.000    9.269    7.700    1.568
  15.300    2.820   12.400   35.506   49.000   53.222   15.900    4.303   18.300    8.115    9.700    0.787   12.000    2.368    6.500    4.625   11.300   14.342    2.000    0.680    5.600    1.862   13.900    3.878    7.100    1.534
  23.500    1.860   31.400   27.119   49.300   57.106   32.700    2.757   25.500    7.584   14.800    0.679   11.600    2.214   14.600    5.004   29.500   11.304    6.700    0.586    8.500    1.262   26.000    2.123    9.500    1.437
  28.300    2.252   45.300   19.907   48.800   61.422   41.300    2.698   38.100    7.728   28.800    0.671   18.900    1.853   20.300    6.206   42.000    8.802   13.700    0.596   15.800    1.097   48.000    1.715   13.500    1.920
  23.500    2.476   38.600   17.605   44.900   63.703   36.400    4.161   33.300    9.173   21.100    0.949   12.900    2.232   18.900    6.112   40.600    7.638   13.300    0.736    8.000    1.141   40.600    2.822   12.800    1.882
  17.300    3.171   26.700   13.195   31.700   64.519   29.100    8.155   24.500   11.642   16.100    2.230   10.800    2.783   13.700    6.952   15.500    9.520    7.100    0.926    6.200    1.134   30.300    4.491   10.400    2.060
  16.000    9.788   24.900   15.572   19.800   44.282   29.800   26.222   23.200   17.310   14.900    6.180    5.000    2.610    9.500    8.195   12.700   10.161    5.300    4.158    5.700    1.495   31.200   16.203    6.300    1.789
  10.200   12.846   23.200   17.309   22.700   33.528   24.700   37.755   19.000   23.048   11.500   10.115    7.600    1.946   10.100    9.532   20.800    9.651    6.500    3.781    2.000    0.936   30.100   22.748    7.500    1.222
  10.900   10.221   21.600   15.060   20.300   27.555   28.500   32.555   23.500   19.406    9.500    9.031    7.500    1.847    6.900    8.021   19.700    8.901    6.100    3.554    2.000    0.794   29.200   20.003    2.000    0.768
   9.100    6.129   27.700   10.786   19.700   22.714   24.000   21.374   20.500   12.007   10.200    5.315    6.100    1.102    5.700    5.644   16.700    5.570    5.500    2.043    2.000    0.563   25.000   12.015    2.000    0.579
   9.700    5.032   23.200    9.405   19.400   20.290   27.300   17.363   19.300   10.379   10.900    3.385    5.300    0.827    8.700    4.764   13.300    4.473    4.600    1.417    2.000    0.444   24.100    9.392    2.000    0.523
   9.400    4.620   27.100   10.286   15.900   19.834   31.300   15.797   20.500    9.887   10.500    2.958    2.000    0.655    6.800    4.202   12.200    3.563    2.000    1.346    2.000    0.347   28.700    8.622    2.000    0.427
   9.900    4.893   28.100    9.377   14.000   18.930   30.700   17.226   15.500    9.618   11.200    3.291    2.000    0.596    8.200    4.813   11.700    3.653    2.000    1.365    2.000    0.322   30.000    9.209    2.000    0.776
  10.100    5.373   25.700   10.335   20.100   19.395   29.500   18.817   15.200   10.276    9.200    3.694    2.000    0.610    8.600    5.169   11.500    4.164    2.000    1.467    2.000    0.333   28.800    9.687    2.000    0.929
   9.400    5.655   22.800   11.144   17.500   20.494   27.700   19.270   13.300   10.558   15.800    3.820    2.000    0.624   11.400    5.552   10.300    4.358    2.000    1.551    2.000    0.349   28.800   10.075    2.000    1.040
   8.800    6.650   22.000   12.599   19.600   22.786   33.400   22.715   12.800   11.602   10.400    4.571    2.000    0.705    7.600    6.454   11.700    4.591    2.000    1.831    4.300    0.391   27.300   11.723    4.100    1.304
  10.900    8.880   25.200   15.390   17.200   24.827   32.600   29.605   14.500   14.143   12.500    6.390    6.500    0.905    8.200    7.835   11.800    6.012    5.100    2.545    7.800    0.437   22.100   15.946    5.900    1.362
  12.800   10.701   23.800   17.020   18.600   26.958   20.200   34.004   12.100   16.504   12.700    9.495   11.800    1.117   11.000    8.646   11.000    7.876    4.800    3.296    9.900    0.558   21.500   18.654   11.600    1.781
  14.700    9.376   27.200   15.772   19.100   29.496   27.300   31.025   15.000   16.910   19.900   10.630    7.300    1.422   14.600    9.648   12.100    8.127    5.500    4.068   10.900    0.952   20.700   17.096   11.600    2.343
  17.000    9.793   30.700   17.821   36.400   37.034   27.700   31.352   17.500   18.433   17.200   12.350    8.600    0.856   13.000   16.674   15.100   10.178    6.500    4.729    9.200    1.523   21.100   17.964    8.900    6.953
  19.700    9.711   40.800   29.973   53.200   58.649   35.700   31.143   21.200   19.906   22.200   11.233   12.300    1.099   10.200   21.771   33.800   17.249   14.100    6.564   10.500    2.657   25.800   22.925   12.500    8.130
  17.300   11.156   22.800   36.342   31.700   62.903   25.300   32.768   14.200   21.720   14.100   10.025   16.000    1.195   20.400   20.804   21.200   18.589    8.900    7.081    8.200    2.904   16.600   26.731   12.300    5.307
   8.900   13.196   17.300   41.843   16.400   60.350   14.200   34.027   13.500   25.982  -99.000    9.059    6.200    1.365    5.300   16.154   12.200   22.514    5.300    7.346    8.100    3.072    8.600   34.447    2.000    2.237
   8.100   10.846   18.800   33.554   19.800   57.584   12.500   25.485   10.900   24.383    4.000    6.126   12.900    1.488    5.200    9.046   10.200   31.287    2.000    5.513    5.800    3.114    8.600   29.154    8.700    0.511
   5.800    4.447   17.100   53.649   16.900   56.878   12.000    6.865    8.100   21.283    4.100    1.993    9.100    1.717   13.300    2.122   11.800   37.990    2.000    1.959   13.900    2.985    2.000    7.644   12.500    0.320
   4.300    4.713   18.700   54.095   10.900   57.106   15.600    5.415   10.700   22.383    7.000    1.847  -99.000    2.087    8.100    2.106    9.500   33.525    2.000    1.653    8.800    3.016    7.000    7.287    2.000    2.258
   8.800    4.730   30.400   59.667   15.400   57.524   28.400    9.971   14.500   39.199    6.600    2.413    2.000    2.714   10.300    2.545   16.800   20.806    2.000    1.690    2.000    2.992   19.700   12.614    4.100    2.887
  17.800    6.797   38.900   62.002   39.300   58.690   31.100   20.812   26.000   53.361   11.900    4.074    2.000    3.666   14.500    3.595   18.000   15.788    8.300    6.560    5.800    3.033   29.000   26.453    5.900    3.243
  22.800   20.463   51.600   67.224   50.300   61.960   38.600   68.856   36.800   53.591   15.100   11.259   10.100    5.776   13.300    7.846   40.600   19.090   12.900   11.671    6.200    5.136   47.300   74.198    9.900    4.452
  26.600   41.366   43.500   70.034   26.200   55.544   38.700   74.908   47.000   57.826   16.100   23.344   14.300    9.301   16.100   13.998   36.000   35.040   18.500   24.315    9.200    6.840   54.000   68.810   13.500    3.310
  22.700   31.155   36.500   62.349   27.500   51.727   37.300   83.631   31.500   49.157   17.900   12.911    7.000    4.484   12.100   10.894   21.900   40.145   19.200   14.755    6.500    1.295   47.300   63.128    8.100    0.760
  11.900   14.219   30.700   21.354   31.200   32.148   28.100   41.750  -99.000   29.242   18.700    6.691    9.000    2.454   11.100    7.897   32.500   19.352   13.000    4.636    5.600    0.601   36.100   34.874    5.600    0.007
  14.700   10.107   29.600   14.366   22.800   25.711   27.700   32.668   27.200   21.404   12.900    5.580    9.200    1.679    5.800    7.338   20.400   12.226   14.100    3.117    4.800    0.516   33.800   23.391    2.000    0.165
  16.300    8.597   29.500   13.474   21.000   22.341   25.200   27.320   30.000   17.918    7.600    4.418    8.100    1.254    6.000    6.253   17.200    9.968   10.600    2.592    4.900    0.420   36.500   19.188    2.000    0.252
  11.500    8.520   26.200   12.489   30.700   20.585   25.100   28.261   23.500   18.296    7.600    4.638    6.200    1.041    4.900    6.421   22.700    7.523    7.100    2.609    2.000    0.346   34.300   18.567    2.000    0.515
   8.700    8.614   25.600   13.894   23.100   20.052   21.700   28.660   27.700   18.114    7.500    4.893    4.500    0.935    7.800    6.947   23.800    6.414    2.000    2.501    4.400    0.304   30.700   18.512    5.600    0.731
   9.400    8.506   22.200   14.188   20.100   19.683   35.800   28.377   19.200   17.279    9.900    5.161    8.600    0.715    7.800    7.238   18.700    5.775    2.000    2.380    4.100    0.301   30.300   17.883    2.000    1.059
   7.300    9.178   22.000   15.681   17.100   20.396   35.000   31.243   18.400   17.482    9.300    6.000    5.200    0.736    9.200    8.038   17.300    5.068    4.300    2.618    6.000    0.302   27.400   18.611    4.200    1.100
   9.700   11.675   20.900   18.403   20.400   21.563   42.000   38.615   15.800   19.898   14.500    8.017    2.000    1.002    9.600    9.440   15.400    5.679    5.300    3.248    6.500    0.321   31.100   22.633    4.200    1.351
  11.100   12.911   25.100   19.446   18.300   24.275   37.100   41.840   16.600   20.029   11.100    9.167    2.000    1.244    8.300   10.571   14.300    6.446    4.200    3.688    2.000    0.372   31.600   23.705    2.000    1.882
  11.400   10.683   22.900   17.290   13.600   25.049   29.300   35.275   15.700   17.921   16.200    9.081    2.000    1.173    9.500    9.893   10.900    6.229    5.200    3.099    4.800    0.458   22.400   18.694    4.200    2.563
  13.700    9.295   25.300   16.090   15.100   26.478   26.600   29.397   16.800   17.514   25.500    9.457    2.000    1.277   10.800   10.051   13.100    6.515    5.400    2.887    6.300    0.621   22.800   15.444    4.700    3.330
  19.400    8.810   34.100   16.705   26.100   34.128   38.200   26.505   27.200   19.234   32.300    9.661    4.900    1.289   14.300   12.632   14.500    8.114  -99.000    3.205    6.800    1.102   27.400   14.200    8.300    5.064
  26.500   13.498   41.800   22.533   31.000   48.685   46.200   34.373   27.200   25.845   41.800   13.758    8.200    1.150   12.400   19.593   20.800   14.117   18.600    7.288   13.200    2.532   36.400   25.727   11.400    5.878
  33.900   21.123   60.100   28.519   56.200   56.364   46.700   45.878   30.000   41.505   37.200   13.206    7.500    1.943   16.500   25.824   36.200   20.727   25.200   11.431   19.300    3.746   49.100   46.861   16.500    5.170
  29.400   21.097   45.200   48.679   39.900   52.291   37.700   42.234   32.300   52.748   27.000    9.649    6.600    3.141   12.300   12.302   35.500   48.418   23.100   10.724   19.300    5.021   41.900   56.021   14.300    0.742
  27.200   11.727   35.500   50.146   41.800   52.729   37.700   23.761   33.000   45.352   28.600    5.251    2.000    4.166   14.000    4.610   33.200   45.561   18.900    5.444   18.900    4.937   31.300   32.597   17.300    2.663
  29.700    5.591   43.300   51.342   49.100   53.523   34.800   10.828   29.300   47.070  -99.000    3.053    4.500    4.672   17.300    3.132   27.700   28.072   18.000    2.390   14.100    3.768   28.000   16.739   17.500    3.319
  30.000    4.806   59.400   49.992   51.000   53.729   42.500   10.862   33.600   51.632   22.800    2.763    2.000    5.532   14.000    3.116   34.800   10.958   15.300    6.053   14.900    3.101   24.800   27.691   18.900    3.605
  35.500   12.472   37.300   41.573   48.500   49.111   51.200   18.239   33.100   51.116   27.000    2.834    8.800    7.868   17.300    3.076   40.300   10.686   14.900    6.157   15.100    2.442   29.300   47.869   23.300    3.577
  39.900   16.209   58.300   44.901   52.900   48.801   62.200   24.418   40.500   52.034   35.300    3.476  -99.000    9.423   20.500    3.420   44.600   11.648   16.800    6.427   14.800    2.656   34.400   50.550   27.900    3.891
  62.300   21.118   75.200   54.496   70.000   51.976   72.100   39.860   53.200   54.275   30.900    5.932    6.300   11.492   27.800    4.703   49.200   13.592   18.100    8.642   20.300    3.659   61.700   55.283   28.300    5.054
  49.100   41.434   74.600   67.056   60.200   59.303   70.600   72.183   42.100   62.927   28.700   16.208    7.400   14.882   19.700    9.590   60.600   23.807   21.700   18.348   16.100    6.880   49.100   76.687    9.800    9.554
  43.200   51.821   62.900   73.932   66.700   53.316   55.100   77.764   38.200   62.436   23.800   34.904    6.700   22.614   15.200   17.713   66.600   38.016   17.600   34.659   14.900   16.859   49.800   78.530    8.500   12.680
  31.200   45.039   54.000   69.855   53.700   57.172   40.800   85.161   37.000   67.239   17.700   17.383    6.000   12.142   13.900   11.852   63.100   29.433   14.100   27.735    9.200    5.583   40.900   77.259   10.200    3.626
  26.800   18.636   34.400   49.793   40.300   35.125   33.200   65.805   29.700   46.489   17.100    7.437    6.400    5.458   10.800    8.019   48.700   20.262   10.900    8.781    9.100    1.001   27.000   45.409    8.100    0.604
  24.900   13.577   34.600   34.652   39.500   29.558   34.500   37.767   26.500   31.700   14.100    5.463    6.100    2.767   10.900    7.208   40.300   14.052    8.100    4.889    8.300    0.595   30.200   32.291    9.500    0.144
  15.900   11.384   33.700   28.306   33.600   25.158   30.200   33.414   17.400   26.915   11.800    4.927    2.000    1.503    8.000    7.155   35.900   11.702    6.800    3.631    6.600    0.461   22.900   27.713    7.400    0.190
  14.800   11.225   26.200   27.028   22.200   20.988   27.200   33.828   13.400   25.847   10.300    5.387  -99.000    0.965   10.400    7.811   22.200    9.237    4.500    3.391    2.000    0.382   18.000   27.698    9.000    0.324
  10.800   11.998   27.200   25.921   13.700   19.632   26.500   36.505   12.600   24.541    8.400    6.166    2.000    0.787    9.200    9.100   10.000    7.812    2.000    3.376    4.500    0.351   16.900   27.215    6.800    0.781
   9.200   11.527   21.600   26.240    4.500   18.764   26.400   37.584   12.600   22.036    9.300    6.996    2.000    0.792    9.200    9.892    8.500    7.115    2.000    3.095    2.000    0.377   21.200   25.008    4.200    1.723
   9.700   12.050   18.600   29.179    7.600   18.712   25.900   41.170   12.700   20.881   12.000    8.340    6.000    1.038    8.400   10.577    6.000    7.044    2.000    2.970    2.000    0.445   15.600   24.338    4.000    2.863
  11.900   15.614   29.400   34.003    7.300   20.280   31.400   52.650    9.300   23.626   13.000   11.656    6.300    1.446    8.300   12.756    5.800   10.694    2.000    3.740    2.000    0.563   16.600   26.731    5.200    4.436
  19.900   16.635   20.800   35.133    5.800   19.517   37.600   57.966   11.900   24.829   13.400   13.029    2.000    1.791   11.000   12.791    6.000   10.552    2.000    3.810    2.000    0.706   18.000   23.831    5.000    5.679
  14.600   13.432   17.200   30.242    5.300   15.634   26.800   48.416   11.100   21.365   15.200   11.901    2.000    1.747    7.800   11.143    7.500    5.982    2.000    3.096    5.600    1.095   18.400   18.318    4.300    6.643
   9.700   11.623   19.400   28.861    7.500   14.299   25.300   41.498   10.700   19.239   17.400   10.632    2.000    1.773   16.400   11.074    6.700    4.490    2.000    2.880    6.000    2.044   18.900   15.404   10.300    8.422
  11.000   10.673   17.400   29.064    6.900   17.595   38.600   37.119   12.600   20.886   29.700    9.890    2.000    1.944   10.700   15.362    8.700    6.563    5.000    3.152   15.600    3.611   16.200   14.537    8.900   13.533
  15.700   17.739   22.100   37.598   10.100   19.334   27.900   44.227   15.200   31.268   33.200   18.345    4.100    2.260   16.000   21.398    9.800    9.277    7.300    6.814   16.200    8.240   18.900   22.339   13.100   16.945
  19.300   23.984   22.300   51.819   12.200   26.205   29.500   53.527   18.700   42.600   34.400   21.685    5.500    2.799   11.100   27.552   12.500   15.735    9.000    8.336   10.900   12.746   22.100   35.422    8.400   21.923
  17.500   20.350   16.000   50.966   15.300   30.455   20.400   48.031   15.200   42.509   19.700   18.156    5.200    2.604   13.200   27.626   13.400   15.286    7.700    7.235   11.400   13.803   17.600   30.092    8.700   22.692
  15.300   10.080   15.100   23.995   11.400   22.468   18.300   23.095   13.600   34.080   17.000    9.531    5.200    2.127   16.100   32.248   11.700   10.716    7.900    4.055   11.900   14.950   18.200   15.591   10.600   33.507
  13.600    5.194   18.900   22.671   10.900   47.631   20.100   13.220   13.600   29.927   16.000    5.713    4.700    2.297    8.900   35.503   11.800    7.299    7.900    1.958   11.900   16.617   15.500    8.517    9.900   38.830
  14.200    3.903   21.500   21.011   23.400   45.981   25.200    9.793   23.600   31.074  -99.000    5.007    4.500    3.443   14.900   38.720   13.700    6.558    9.800    1.850   14.100   19.913   23.500    6.529   10.200   42.806
  15.700    3.670   29.500   23.276   40.700   44.598   32.200    8.884   24.600   34.762   23.000    5.302    2.000    4.992   10.100   44.415   20.800    6.094   10.900    1.849   16.000   23.040   23.400    6.166   18.100   45.881
  22.700    6.238   33.800   30.731   31.700   43.425   47.200   14.332   26.600   43.790   28.800    8.253    4.300    7.696   20.900   44.692   20.200    7.857   13.600    2.842   16.300   26.245   31.600   10.140   25.700   44.602
  29.000   14.465   44.300   48.774   41.500   43.447   49.300   31.998   31.900   52.554   38.500   16.512  -99.000   11.717   26.100   45.680   18.900   13.160   19.300    4.908   19.800   27.949   44.000   22.002   28.800   44.252
  36.200   54.563   43.900   68.774   45.500   50.214   51.300   63.240   30.500   60.369   29.700   54.399   10.300   14.593   24.400   49.606   31.600   34.297   21.400   15.348   14.200   26.118   36.000   61.872   11.700   43.819
