BMRS,Business Type,Registered Resource EIC code,BM Unit ID,NGC BM Unit ID,Registered Resource Name,PSR Type,Effective From (Date),Capacity MW,*,Type (powerplant(station) or generator(unit)),Connected (if generator(unit)),Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10,Output11,Output12,Output13,Output14,Output15,Output16,Output17,Output18,Output19,Output20,Output21,Output22,Output23,Output24,Output25,Output26,Output27,Output28,Output29,Output30,Output31,Output32,Output33,Output34,Output35,Output36,Output37,Output38,Output39,Output40,Output41,Output42,Output43,Output44,Output45,Output46,Output47,Output48,**,outputBMRSUnitToDUKESStation,tMatchType,***,EICStation,ESO W Type Codes - Stations,Display Name - Stations,Used by X BMUs - Stations,Automatic ID - Stations,15 characters,Energy Identification Code - Stations,Function - Stations,EIC Name - Asset Name - Stations,****,EICUnit,ESO W Type Codes - BMUs,Display Name - Units,STATION,Automatic ID - Units,Energy Identification Code - Units,Function - Units,EIC Name - Asset Name - Units,*****,DUKES,Company Name,Station Name,Fuel,Type,Installed Capacity (MW),Year of commission or year generation began,"Location:
Scotland, Wales, Northern Ireland or English region",*****.1,outputDUKESToBMRSEIC,outputDUKESToBMRSID,******,CapacityDiff,MatchType,MatchYear,MatchGenType,ConfidenceScore,ConfidenceResult,Year,Month,Day,Period,Output
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Manor Farm,Solar,Solar,0.764,2011,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Manor Farm Dorset,Solar,Solar,4.922,2014,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Manor Farm Eggington,Solar,Solar,4.992,2015,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Manston,Solar,Solar,9.831,2013,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Manston Thorne,Solar,Solar,6.1986,2014,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Marchwood Power,Marchwood,Natural gas,CCGT,898.0,2009,South East,*****,48WSTN00000MRWDO,MRWD,******,2,-10,1,-5,-12,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Greencoat Capital,Margate,Solar,Solar,3.366,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Scottish Power,Mark Hill,Wind (onshore),Wind (onshore),56.0,2011,Scotland,*****,48WSTN0000MKHLWB,MKHLW,******,0,-3,1,-5,-7,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,RWE Npower,Markinch CHP *,"Biomass (recycled wood, virgin wood)",Conventional Steam,65.0,2014,Scotland,*****,48WSTN00000MARKJ,MARK,******,15,-3,-1,-2,9,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Marley Thatch,Solar,Solar,6.22269,2013,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Marston,Solar,Solar,4.51136,2011,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,RES Group,Marvel (Stone Farm),Solar,Solar,5.0,2015,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Meadow Farm,Solar,Solar,6.114,2014,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Meadow Farm (Thorpe Lanton) ,Solar,Solar,4.998,2017,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,SSE,Medway,Natural gas,CCGT,755.0,1995,South East,*****,48WSTN00000MEDPZ,MEDP,******,7,-10,1,-5,-7,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,SSE,Meig Dam,Hydro,Hydro,0.076,1954,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,RES Group,Meikle Carewe,Wind (onshore),Wind (onshore),10.2,2013,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Melbourn Black Peak,Solar,Solar,18.955,2015,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Melbourn Muncey Farm,Solar,Solar,30.94167,2015,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,REG WindPower,Mendennick,Solar,Solar,2.64,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Anesco,Mendip ,Solar,Solar,7.175,2014,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Greencoat Capital,Merston,Solar,Solar,4.999,2016,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Fred Olsen Renewables,Mid Hill,Wind (onshore),Wind (onshore),75.9,2013,Scotland,*****,48WSTN0000MDHLW9,MDHLW,******,0,-3,-5,-2,-10,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,WPO,Middle Balbeggie,Wind (onshore),Wind (onshore),4.0,2016,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,RWE Npower,Middlemoor,Wind (onshore),Wind (onshore),54.0,2013,North East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Scottish Power,Middleton,Wind (onshore),Wind (onshore),12.0,2013,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,WPO,Middlewick,Wind (onshore),Wind (onshore),20.7,2014,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Toucan Energy Services,Mill Farm,Solar,Solar,4.99675,2016,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Mill Hill Farm,Solar,Solar,4.997,2015,Yorkshire and Humber,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Millar Farm,Solar,Solar,7.21088,2017,Northern Ireland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Falck Renewables,Millennium,Wind (onshore),Wind (onshore),65.0,2008,Scotland,*****,48WSTN0000MILWW9,MILWW,******,0,-4,-1,-2,-7,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,RES Group,Minnygap,Wind (onshore),Wind (onshore),25.0,2017,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Venitent Energy Services,Minsca,Wind (onshore),Wind (onshore),36.8,2008,Scotland,*****,48WSTN0000MINSWD,MINSW,******,3,-10,-1,-2,-10,1,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,SSE,Misgeach,Hydro,Hydro,0.35,1963,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Greencoat Capital,Moat Farm,Solar,Solar,4.6,2015,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,John Laing Environmental Asset Group,Moel Moelogan,Wind (onshore),Wind (onshore),11.7,2008,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Moira Road,Solar,Solar,5.93712,2017,Northern Ireland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Molland Farm,Solar,Solar,4.998,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Toucan Energy Services,Moor House,Solar,Solar,4.91556,2016,North West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Moor Solar 1,Solar,Solar,1.66665,2011,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Lightsource BP,Moor Solar 2,Solar,Solar,1.06748,2011,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,Octopus Investments,Mopley/Cadland,Solar,Solar,3.01602,2013,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
,,,,,,,,,,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,*****,DUKES,SSE,Morar,Hydro,Hydro,0.75,1950,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
