Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By
StoredGas,Class,Gas,IS-A,,,,Gas stored by grid storage,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
IntakenGas,Class,Gas,IS-A,,,,Gas admitted to the grid via an intake,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
ShortTermStoredGas,Class,StoredGas,IS-A,,,,,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
MediumTermStoredGas,Class,StoredGas,IS-A,,,,,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
LongTermStoredGas,Class,StoredGas,IS-A,,,,,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasUsed,Object Property,,,Offtake,OfftakenGas,,Represents the relation between an offtake and the gas it has used.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasStored,Object Property,,,Storage,StoredGas,,Represents the relation between gas storage and the gas it holds,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasTaken,Object Property,,,Intake,IntakenGas,,Represents the relation between and intake and the gas it has taken in.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasEndUTC,Data Property,,,Thing,String,,Indicates the validity of a class instance before an end time.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
atUTC,Data Property,,,Thing,String,,Indicates the state of an instance at a specific UTC.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasGasVolume,Data Property,,,Gas,String,,Represents a unit of gas on a volumetric basis.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
atGasVolumeRate,Data Property,,,Gas,String,,Represents a rate of gas consumption or production in million cubic meters (mcm) / day.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasGasEnergy,Data Property,,,Gas,String,,Represents an amount of gas on an energy basis,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasNTSExitArea,Data Property,,,Offtake,String,,"The NTS exit area as divided into North, South, East, West and Central by the UK National Grid",http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasNTSExitZone,Data Property,,,Offtake,String,,The NTS exit zone partitioned by the UK National Grid,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasLinepackZone,Data Property,,,Offtake,String,,The Linepack zone each offtake is in as designated by the UK National Grid.,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
isConnectedToPipeline,Object Property,,,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#GridComponent,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#GasPipeConnection,,Describes the connection between a Component and the Grid,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasConnectedComponent,Object Property,,,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#GasPipeConnection,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#GridComponent,,Describes the connection between the Grid and a Grid Component,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
hasLocalDistributionZone,Data Property,,,LocalDistribution,String,,,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl
